报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),26716,73979,51400,31975,16830,58502,41604,26528,18268,47952,32041,20548,12949,38350,26013,16356,26394,19040,13131,
营业收入(万元),26716,73979,51400,31975,16830,58502,41604,26528,18268,47952,32041,20548,12949,38350,26013,16356,26394,19040,13127,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5,
营业总成本(万元),18982,64559,44976,28396,13418,44624,30745,19668,9811,37738,25668,16998,8488,29933,20784,13149,21293,12999,9038,
营业成本(万元),15280,50587,35893,22456,10619,35611,24977,16029,8139,28206,19712,13020,6450,23780,16746,10501,17271,9970,5543,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),69,341,233,178,92,163,--,--,--,--,--,--,--,--,--,--,--,--,--,
销售费用(万元),3013,9356,6056,3820,1908,5151,3510,2115,1057,4333,2522,1738,895,3375,2427,1524,2477,1673,750,
管理费用(万元),998,4705,3078,2054,861,4081,2277,1391,543,4131,2588,1551,655,2126,1291,937,1387,1193,2236,
财务费用(万元),-369,-578,-282,-144,-90,-401,-26,107,45,1023,855,674,471,688,359,225,124,158,504,
资产减值损失(万元),-9,149,-1,31,29,18,6,26,26,45,-10,16,17,-36,-38,-38,34,4,7,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),1011,3474,2964,1911,889,1475,658,383,186,228,-26,--,--,--,--,--,1,1,1,
对联营企业和合营企业的投资收益(万元),--,-211,-69,-69,--,-34,-12,-12,--,-40,-26,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),8961,13870,9388,5490,4301,15353,11517,7243,8643,10442,6348,3550,4462,8416,5228,3207,5102,6043,4094,
营业外收入(万元),12,514,1236,1002,772,897,713,408,182,1080,366,326,199,683,381,267,425,362,265,
营业外支出(万元),20,106,104,100,0,117,57,23,0,21,6,--,--,18,18,3,56,7,1,
非流动资产处置损失(万元),--,--,--,--,--,46,46,12,0,0,--,--,--,--,--,--,--,--,--,
利润总额(万元),8953,14278,10520,6392,5073,16134,12173,7628,8825,11501,6708,3876,4661,9081,5592,3472,5470,6399,4358,
所得税费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),8953,14278,10520,6392,5073,16134,12173,7628,8825,11501,6708,3876,4661,9081,5592,3472,5470,6399,4358,
归属于母公司所有者的净利润(万元),8825,14227,10492,6384,5024,15851,11967,7514,8631,11438,6713,3879,4663,9088,5597,3475,5475,6399,4358,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),129,51,28,7,49,283,207,114,194,63,-6,-4,-2,-7,-5,-4,-5,-0,--,
基本每股收益,0.24,0.39,0.29,0.18,0.14,0.49,0.38,0.25,0.28,0.88,0.54,0.33,0.2,0.81,0.5,0.31,0.49,0.59,--,
稀释每股收益,0.24,0.38,0.28,0.17,0.13,0.47,0.36,0.24,0.27,0.83,0.54,0.33,0.2,0.81,0.5,0.31,0.49,0.59,--,
