报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
营业总收入(万元),15497,74200,45431,29841,14386,70259,39604,26651,10574,62360,37716,23224,8475,59831,39101,25875,12322,60314,39752,29059,12706,56832,40171,26620,12673,43293,29288,18648,8319,30900,19261,10370,20268,12042,16596,15770,
营业收入(万元),15497,74200,45431,29841,14386,70259,39604,26651,10574,62360,37716,23224,8475,59831,39101,25875,12322,60314,39752,29059,12706,56832,40171,26620,12673,43293,29288,18648,8319,30900,19261,10370,20268,12042,16596,15770,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),15248,74862,45356,28963,13929,71620,39941,26457,10350,65193,37363,22408,8436,62166,37652,24351,11894,56700,33902,24068,10544,45524,33031,21544,9688,31574,21487,14354,5398,23825,14574,8324,16009,9116,13074,12838,
营业成本(万元),10010,49679,28101,18964,9501,47439,25062,16674,6066,41804,22665,12200,4006,42492,24601,15415,7526,41105,24456,17626,7749,35594,26530,17436,7407,24523,17452,11860,4179,17280,10032,5601,10795,5954,8299,8585,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),42,493,231,175,44,487,68,36,19,224,140,119,53,265,123,243,83,272,291,344,140,371,330,209,156,346,238,104,65,256,157,61,143,68,82,71,
销售费用(万元),937,4234,2783,1786,699,4601,3274,2184,780,4692,3185,2093,996,4713,3457,2316,1053,4244,3147,2107,995,4013,2878,1808,961,3330,2373,1546,778,2942,1837,1064,2066,1338,1673,1474,
管理费用(万元),3503,18393,13165,7378,3343,18091,10758,6904,3117,18093,10872,7448,3193,14937,9843,6375,3385,12755,7490,5030,2325,8096,4859,3119,1418,4827,2908,1897,904,3753,2573,1637,2932,1788,2681,2436,
财务费用(万元),417,1037,628,316,108,545,337,229,86,239,161,81,38,-644,-541,-389,-210,-1846,-1469,-1021,-649,-2546,-1689,-1159,-303,-1730,-1400,-974,-517,-362,22,43,88,84,105,239,
资产减值损失(万元),339,1026,449,344,235,457,443,430,281,141,340,467,149,403,169,389,57,170,-12,-18,-16,-3,123,130,50,278,-83,-80,-10,-44,-48,-83,-14,-116,234,33,
公允价值变动收益(万元),--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,0,0,
投资收益(万元),1311,2999,1764,615,223,2634,1537,838,170,3361,1659,976,409,3655,2423,1676,785,2097,933,534,177,466,496,470,124,405,399,350,109,388,320,305,352,204,271,5,
对联营企业和合营企业的投资收益(万元),172,2003,795,341,27,1583,659,353,33,1736,301,150,16,1225,548,408,65,1281,760,534,177,466,496,470,124,405,399,350,109,388,320,305,352,204,271,84,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
