报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-03-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),63824,42376,15982,71936,39420,25831,9474,68583,13072,63972,59224,48425,
营业收入(万元),63824,42376,15982,71936,39420,25831,9474,68583,13072,63972,59224,48425,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),55820,35890,15283,64338,38071,24608,10271,61276,12911,52437,53528,36115,
营业成本(万元),19819,13235,4960,25183,14103,9603,3497,25508,4566,23577,23157,20914,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),1019,787,575,732,461,343,110,809,335,789,802,431,
销售费用(万元),17286,11112,4547,19705,12013,7476,3314,17996,4565,14776,11015,9280,
管理费用(万元),16773,10136,4897,17503,11147,7318,3451,16119,2936,11706,9413,5264,
财务费用(万元),322,273,186,-384,-81,-89,29,298,489,1129,837,-107,
资产减值损失(万元),601,346,119,1600,428,-43,-130,545,19,461,8306,332,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,303,
投资收益(万元),413,253,117,323,298,148,104,286,98,465,76,123,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),11351,7847,815,7921,1647,1371,-693,7593,259,12001,5772,12736,
营业外收入(万元),1605,602,447,6136,4098,2204,1317,4260,424,2712,3046,2356,
营业外支出(万元),0,0,0,4,--,--,--,11,0,141,21,10,
非流动资产处置损失(万元),--,--,--,--,--,--,--,0,0,0,--,--,
利润总额(万元),12955,8448,1262,14054,5745,3575,623,11842,683,14572,8797,15082,
所得税费用(万元),1471,1084,255,1161,443,237,-12,1254,-216,1397,1732,2088,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),11484,7365,1006,12893,5302,3338,636,10587,899,13175,7065,12994,
归属于母公司所有者的净利润(万元),11484,7365,1006,12893,5302,3338,636,10587,899,13175,7065,12994,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.3,0.2,0.03,0.36,0.15,0.09,0.02,0.29,0.02,0.37,--,--,
稀释每股收益,0.3,0.18,0.03,0.36,0.15,0.09,0.02,0.29,0.02,0.37,--,--,
