报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2008-06-30,2007-12-31,2007-06-30,
营业总收入(万元),162656,114322,56333,316994,224300,142504,66327,340633,258473,169857,91709,564088,409640,301530,109380,193847,111413,55001,28230,112867,86977,56568,35358,79294,62370,41869,20917,103279,64799,153642,66742,174380,102408,75799,263823,145486,
营业收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,
利息收入(万元),66149,46176,3687,124601,37008,69759,15669,119787,31222,61642,12131,157345,56635,71465,10661,47541,22426,17594,7618,27325,16284,11919,5635,25735,--,--,5979,21828,7439,16270,6093,14636,14796,5155,15899,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,
手续费及佣金收入(万元),--,--,28104,--,--,67039,37022,200280,138497,--,52575,--,272523,--,58056,--,--,--,19045,--,54865,--,17793,--,--,--,14055,77293,43612,127243,51463,150273,85832,--,164601,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,
其他业务收入(万元),96,108,98,261,86,86,159,292,1167,860,331,337,617,264,121,299,173,112,43,232,189,81,39,236,--,--,77,244,122,234,115,246,248,96,483,2689,
营业总成本(万元),120242,84580,37926,219059,128854,83100,41666,196157,136588,93795,55134,300516,180401,99968,40467,105409,54981,34180,17150,75261,51591,33078,16947,63466,47405,32257,13165,73087,35138,83152,31887,69428,48614,21895,64589,34293,
营业成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,
利息支出(万元),67099,45712,--,87021,--,39726,--,80160,--,40606,--,82973,--,35223,--,15593,--,3384,--,3901,--,1577,--,2472,--,--,--,3958,--,3678,--,3107,4791,--,6312,2341,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,46,--,229,167,49,147,101,62,31,206,153,101,51,127,--,--,30,113,47,97,38,43,28,--,9,461,
