报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),56072,21782,78118,53989,35452,13919,50275,36383,23830,9351,46440,38236,29561,11458,54311,43440,29355,10926,47445,36341,36343,
营业收入(万元),56072,21782,78118,53989,35452,13919,50275,36383,23830,9351,46440,38236,29561,11458,54311,43440,29355,10926,47445,36341,36343,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),47374,18814,66610,45960,30035,12032,43059,31365,20426,8239,40832,33405,25617,9949,47029,38103,25843,9494,41661,31921,30233,
营业成本(万元),39732,15673,55723,38468,24998,9832,35075,25378,16487,6474,32756,26756,20608,7893,38554,31291,21229,7689,33612,25287,24809,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),430,89,514,347,258,52,530,275,200,83,357,290,279,111,346,289,169,38,256,158,126,
销售费用(万元),1200,504,1963,1472,983,584,1782,1323,913,362,1800,1539,1179,474,1506,1209,837,247,1509,1164,1056,
管理费用(万元),5596,2427,8118,5630,3659,1517,5456,4070,2514,1106,4934,3787,2636,1089,5527,4265,2914,1186,5165,4291,3551,
财务费用(万元),70,-2,45,66,75,51,217,72,72,68,632,529,419,214,1039,845,566,270,1104,992,724,
资产减值损失(万元),346,122,247,-24,62,-4,-1,247,241,145,352,505,496,169,57,242,128,63,15,29,-34,
公允价值变动收益(万元),95,-13,-27,-40,-40,--,40,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),194,88,291,255,230,99,153,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),9434,3085,12552,8843,6159,1986,7408,5018,3404,1112,5608,4831,3944,1509,7282,5336,3512,1432,5785,4420,6109,
营业外收入(万元),1,0,33,33,22,52,302,194,152,80,215,131,89,42,219,146,102,56,157,511,353,
营业外支出(万元),10,--,103,8,2,--,1,1,0,0,--,--,--,--,0,0,0,--,6,4,27,
非流动资产处置损失(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,1,
利润总额(万元),9426,3085,12483,8868,6179,2038,7710,5211,3556,1192,5824,4962,4033,1551,7500,5482,3613,1488,5935,4926,6435,
所得税费用(万元),1483,460,1664,1332,823,306,1070,686,533,179,810,826,605,233,1159,833,547,223,932,806,1042,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),7943,2625,10819,7536,5356,1733,6640,4524,3022,1013,5014,4137,3428,1318,6341,4649,3066,1265,5004,4120,5393,
归属于母公司所有者的净利润(万元),7943,2625,10819,7536,5356,1733,6640,4524,3022,1013,5014,4137,3428,1318,6341,4649,3066,1265,5004,4120,5393,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.67,0.24,0.99,0.69,0.49,0.16,0.61,0.41,0.28,0.09,0.51,0.44,0.4,0.16,0.77,0.57,0.37,0.15,0.61,0.5,0.66,
稀释每股收益,0.66,0.24,0.97,0.69,0.49,0.16,0.61,0.41,0.28,0.09,0.51,0.44,0.4,0.16,0.77,0.57,0.37,0.15,0.61,0.5,0.66,
