报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,
营业总收入(万元),16090,139251,89225,59101,32598,111326,87046,57770,32848,101442,72495,35189,20102,107538,62761,50733,19841,108670,64538,120601,112445,
营业收入(万元),16090,139251,89225,59101,32598,111326,87046,57770,32848,101442,72495,35189,20102,107538,62761,50733,19841,108670,64538,120601,112445,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),18191,138879,96547,47850,26028,93277,70776,48267,27864,94802,66021,34389,19570,97391,57155,41958,16407,92443,56257,81702,72436,
营业成本(万元),13375,99418,61221,37638,21088,69492,54786,38216,23083,73045,50455,24082,13999,73018,38785,29992,10735,67893,40145,55801,50602,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),468,4336,3236,2053,973,2366,163,10,4,77,55,26,5,178,132,66,12,162,127,158,205,
销售费用(万元),158,535,241,149,57,228,161,110,53,391,280,194,119,432,289,169,39,204,309,461,492,
管理费用(万元),3621,17292,10841,6833,3282,18728,13841,8625,4112,17958,12810,8335,4416,18844,14156,9201,4540,20980,13971,22776,20777,
财务费用(万元),487,2242,1701,1154,613,2162,1525,1112,578,3165,2366,1632,971,4920,3655,2441,1080,2783,1683,1699,400,
资产减值损失(万元),81,15055,19308,23,16,302,300,194,34,166,55,120,60,140,138,89,--,421,22,807,-40,
公允价值变动收益(万元),26,-335,18,20,-6,335,-297,-263,-715,354,--,--,--,--,--,3,--,--,--,--,--,
投资收益(万元),80,465,213,22,32,-1755,-2053,-951,-562,1204,871,855,931,578,694,522,-86,-46,-51,646,66,
对联营企业和合营企业的投资收益(万元),-1,0,-4,-3,-1,2,-4,-3,-1,1,-4,-3,-1,-2,26,-6,--,-46,-51,-8,6,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),-1970,1514,-7091,11293,6595,16628,13920,8290,3706,8198,7345,1655,1463,10586,6300,9300,3348,16181,8230,39545,40076,
营业外收入(万元),146,422,61,40,48,561,496,326,110,511,289,169,55,693,590,94,40,703,257,645,3108,
营业外支出(万元),30,543,460,307,91,862,409,268,163,478,212,107,5,794,488,485,1,1117,18,622,659,
非流动资产处置损失(万元),--,--,20,--,--,7,0,0,0,--,--,--,--,35,25,25,--,0,0,81,69,
利润总额(万元),-1855,1392,-7491,11026,6552,16327,14008,8349,3653,8231,7423,1717,1513,10485,6403,8909,3388,15768,8469,39568,42524,
所得税费用(万元),-6,-789,-2628,1765,1190,3672,3226,1861,441,1788,1394,340,343,2643,1602,1806,925,3622,2779,8036,11645,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),-1849,2181,-4863,9261,5362,12655,10782,6487,3212,6443,6029,1377,1170,7842,4801,7103,2463,12145,5690,31533,30880,
归属于母公司所有者的净利润(万元),-1849,2181,-4863,9261,5362,12655,10782,6487,3212,6443,6029,1377,1170,7842,4801,7103,2463,12145,5690,31533,30880,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,-0.03,0.03,-0.08,0.15,0.08,0.2,0.17,0.1,0.05,0.1,0.1,0.02,0.02,0.15,--,0.14,0.05,0.24,--,0.62,0.61,
稀释每股收益,-0.03,0.03,-0.08,0.15,0.08,0.2,0.17,0.1,0.05,0.1,0.1,0.02,0.02,0.15,--,0.14,0.05,0.24,--,0.62,0.61,
