报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),14910519,7493506,27482895,20577758,13815993,6900516,27419678,20713896,14025453,7033982,27704853,21191260,14468466,7430349,28857087,21922884,15345950,7881693,30372720,22664596,14860615,7270053,25626475,19063940,12529280,6298418,21551851,16061023,10446398,5052870,17616836,12860780,8441858,4154480,15836882,11821841,7849237,3899917,15276426,5367446,3593811,2595038,10046761,7480261,4962908,2419907,9655634,7119791,4747671,2327394,
营业收入(万元),14910519,7493506,27482895,20577758,13815993,6900516,27419678,20713896,14025453,7033982,27704853,21191260,14468466,7430349,28857087,21922884,15345950,7881693,30372720,22664596,14860615,7270053,25626475,19063940,12529280,6298418,21551851,16061023,10446398,5052870,17616836,12860780,8441858,4154480,15836882,11821841,7849237,3899917,15276426,5367446,3593811,2595038,10046761,7480261,4962908,2419907,9655634,7119791,4747671,2327394,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,0,0,0,--,0,0,0,--,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,0,0,0,--,0,0,0,--,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,0,0,0,--,0,0,0,--,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,0,0,0,--,0,--,0,--,0,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,0,0,0,--,0,--,0,--,0,--,
营业总成本(万元),13838253,7120139,27171700,20065900,13487558,6801055,27520036,20522142,13821736,6994756,27097714,20098208,13569889,6986940,27303348,20586768,14516247,7452521,29100773,21588095,14169492,7026476,24868596,18416601,12136473,6172512,21173038,15568588,10158790,5038887,17273936,12490382,8155313,4009082,14846458,10734062,7023773,3448626,14735148,4625895,3062387,2310166,8955047,6612120,4387176,2152649,8798467,6503943,4360175,2136599,
营业成本(万元),10912688,5511632,20697672,15287062,10314131,5177292,21158401,15839981,10689874,5421943,20770432,15448734,10543463,5453623,19993689,14884238,10303380,5282836,21165704,15757007,10379787,5115592,17910818,13298647,8812479,4541469,15441402,11438750,7417055,3662357,12373487,8920514,5802067,2840750,10565376,7676152,5034121,2477039,9619060,3251373,2167778,1561808,6147830,4575428,3040902,1480424,5912308,4341778,2868462,1399600,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,0,0,0,--,0,0,0,--,0,0,
