报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),122963,79285,37859,119763,82830,48617,63967,41962,22707,
营业收入(万元),122963,79285,37859,119763,82830,48617,63967,41962,22707,
利息收入(万元),--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,
营业总成本(万元),112477,71604,33882,111895,77231,46234,60227,35207,16606,
营业成本(万元),86408,54902,26107,80304,54290,31608,32972,20879,11016,
利息支出(万元),--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),305,220,109,310,183,124,168,376,470,
销售费用(万元),16633,11375,4920,22426,16490,10442,16056,8737,1662,
管理费用(万元),10507,5966,3142,10081,6936,4521,11113,5231,3481,
财务费用(万元),-1421,-906,-495,-1363,-799,-529,-28,-89,-52,
资产减值损失(万元),45,47,98,137,131,69,-55,72,29,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,
投资收益(万元),-251,-219,-76,12,--,--,313,123,85,
对联营企业和合营企业的投资收益(万元),-251,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,
营业利润(万元),10768,7754,3901,7880,5599,2383,4053,6878,6186,
营业外收入(万元),119,119,223,835,111,111,337,47,21,
营业外支出(万元),26,5,0,48,38,38,2,37,47,
非流动资产处置损失(万元),1,--,--,18,18,--,0,0,--,
利润总额(万元),10861,7868,4123,8666,5672,2456,4388,6888,6160,
所得税费用(万元),1101,1033,554,945,908,405,1431,1142,938,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,
净利润(万元),9760,6835,3569,7721,4764,2052,2957,5746,5222,
归属于母公司所有者的净利润(万元),9740,6803,3569,7721,4764,2052,2957,5746,5222,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,
少数股东损益(万元),20,--,--,--,--,--,--,--,--,
基本每股收益,0.27,--,0.1,0.21,0.13,--,0.1,0.19,0.17,
稀释每股收益,0.27,--,0.1,0.21,0.13,--,0.1,--,0.17,
