报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
营业总收入(万元),9387,42642,32590,21860,13866,37217,29155,19052,11591,16056,11818,9080,6441,18688,14978,11357,8180,21292,16934,11324,8032,20289,14555,10610,7217,18472,13067,9585,6499,17594,12558,9249,6471,16310,11868,8572,14813,10751,12279,9178,
营业收入(万元),9387,42642,32590,21860,13866,37217,29155,19052,11591,16056,11818,9080,6441,18688,14978,11357,8180,21292,16934,11324,8032,20289,14555,10610,7217,18472,13067,9585,6499,17594,12558,9249,6471,16310,11868,8572,14813,10751,12279,9178,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
营业总成本(万元),6093,46879,31803,22096,13279,43943,28686,18652,10601,15259,11003,8357,5705,17386,13494,9942,7069,22274,17519,11928,7731,20862,14506,10189,6491,15337,10678,7597,5076,13052,9127,6843,4638,11864,8589,6188,10953,8201,9543,6448,
营业成本(万元),5170,24696,16984,12898,7869,21174,13503,9477,5834,11129,8301,6308,4433,11806,9401,7039,5141,14627,11786,7554,5243,12523,8699,6288,4220,9781,6859,5115,3525,9933,7099,5228,3663,9691,7008,4996,9382,7095,8084,5334,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
研发费用(万元),96,2198,1435,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
营业税金及附加(万元),88,589,420,312,156,675,368,303,173,532,157,125,99,237,183,151,103,163,130,113,83,183,104,78,55,80,11,9,0,45,38,37,37,29,29,29,39,39,19,5,
销售费用(万元),594,7076,5396,3544,1739,8171,5300,3339,1888,2308,1587,1184,667,3422,2602,1925,1081,3999,2826,2080,1135,4235,3034,2073,1297,4073,2975,2037,1381,2519,1664,1210,789,1409,1022,818,773,514,580,428,
管理费用(万元),279,9257,8476,5324,3529,10751,9010,5276,2764,1828,1429,1055,549,2757,2008,1337,756,2495,1855,1313,675,2038,1417,958,523,1584,1149,711,339,1092,758,502,257,618,464,335,592,413,421,342,
财务费用(万元),-130,-855,-697,-463,-80,140,64,-32,-14,-575,-482,-329,-66,-847,-715,-492,-38,1021,965,902,504,1846,1274,797,378,-175,-289,-230,-154,-588,-427,-132,-108,98,79,23,140,161,419,443,
资产减值损失(万元),-3,3919,-212,481,66,3033,442,289,-43,37,11,15,24,10,16,-17,24,-31,-43,-32,93,36,-21,-5,19,-6,-26,-45,-16,50,-4,-4,--,19,-13,-13,28,-20,19,-104,
公允价值变动收益(万元),--,-7295,-4437,--,--,5551,--,--,--,--,--,85,140,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,-62,
投资收益(万元),--,575,608,1033,443,16909,16815,2230,6039,1351,1277,1111,300,1219,1110,1110,112,3079,3078,2995,749,3212,2656,2264,1927,301,--,--,--,--,--,--,--,--,0,0,0,0,-183,442,
对联营企业和合营企业的投资收益(万元),--,-19,--,--,--,-0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
汇兑收益(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
营业利润(万元),3339,-9523,-2120,1352,1584,16398,17283,2630,7029,2149,2092,1919,1176,2521,2595,2525,1223,2097,2494,2391,1049,2639,2705,2685,2653,3436,2389,1988,1423,4542,3431,2406,1833,4446,3279,2385,3860,2550,2553,3111,
营业外收入(万元),0,5,19,8,1,24,374,194,50,542,431,166,121,277,197,99,38,595,586,544,207,797,549,217,164,534,227,157,59,661,568,496,89,355,239,175,158,148,50,65,
营业外支出(万元),--,79,33,32,39,141,151,27,6,5,5,5,1,26,26,26,3,157,55,55,55,10,3,3,1,35,5,5,5,4,4,4,4,1,0,0,3,3,20,32,
非流动资产处置损失(万元),--,--,--,--,--,--,21,6,6,4,4,4,1,26,11,11,3,2,--,0,--,3,3,3,--,5,5,5,5,--,4,4,4,--,0,0,0,0,2,1,
