报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),42078,33345,18438,66872,44577,33434,22024,75206,42750,35454,26827,
营业收入(万元),42078,33345,18438,66872,44577,33434,22024,75206,42750,35454,26827,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),38611,29093,15304,56406,40964,29608,18014,61922,37995,31473,23429,
营业成本(万元),23550,18990,10257,35725,24401,18153,12173,38126,19600,17775,13083,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),414,278,126,622,336,240,307,958,419,365,290,
销售费用(万元),4891,2847,1306,6716,4891,3160,1246,8393,5246,3916,2330,
管理费用(万元),8864,5883,2890,12248,9976,6913,3434,13550,11675,8479,6868,
财务费用(万元),-372,-175,-74,-128,-82,-74,-58,-82,7,168,71,
资产减值损失(万元),1265,1269,798,1223,1443,1216,912,976,1047,771,787,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),6313,6362,3134,10466,3612,3826,4010,13284,4755,3980,3398,
营业外收入(万元),110,89,1788,3406,2744,2280,763,2745,1751,1490,1567,
营业外支出(万元),112,107,47,116,41,33,30,63,115,200,71,
非流动资产处置损失(万元),1,0,0,10,10,2,0,4,30,--,--,
利润总额(万元),6311,6344,4875,13756,6315,6073,4743,15967,6391,5271,4895,
所得税费用(万元),714,810,674,1759,630,714,598,2108,880,835,608,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),5597,5535,4201,11997,5685,5359,4146,13859,5511,4436,4286,
归属于母公司所有者的净利润(万元),5723,5633,4261,12164,5766,5437,4176,13970,5779,4838,4498,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-126,-98,-60,-168,-81,-77,-31,-111,-268,-402,-211,
基本每股收益,0.56,0.6,0.48,1.38,0.65,0.62,0.47,1.58,0.7,--,--,
稀释每股收益,0.56,0.6,--,1.38,0.65,0.62,--,1.58,0.7,--,--,
