报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
营业总收入(万元),34579,133290,104821,72170,38329,100378,69520,46375,29485,68995,55925,42990,23198,74636,56318,41876,18515,50674,35231,19727,8475,26245,19743,12425,5254,23381,16929,11042,4601,18769,14027,8938,3462,19603,13348,17513,13711,
营业收入(万元),34579,133290,104821,72170,38329,100378,69520,46375,29485,68995,55925,42990,23198,74636,56318,41876,18515,50674,35231,19727,8475,26245,19743,12425,5254,23381,16929,11042,4601,18769,14027,8938,3462,19603,13348,17513,13711,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
营业总成本(万元),29367,122613,96159,64872,34396,91660,62536,40609,26217,61833,46250,33474,18118,61993,45808,35022,15732,44729,30556,17559,7726,23961,17723,11201,4783,20071,13981,9118,3849,16345,11632,7233,2855,14732,10285,13641,9926,
营业成本(万元),25071,102697,82378,55892,30639,73943,50266,32709,22093,46568,36025,26727,14804,49271,37301,27777,12642,35169,24289,13813,6254,18243,13789,8701,3666,15741,11175,7102,2935,11728,8672,5330,1980,11278,7799,10851,8550,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
营业税金及附加(万元),250,1289,904,573,303,924,515,451,336,335,270,226,76,181,119,72,36,119,63,44,3,97,66,42,17,81,57,33,10,15,11,7,2,20,13,14,11,
销售费用(万元),1189,5500,3912,2657,1453,5481,3314,2090,1559,4990,3257,2296,1916,5166,4239,3803,1844,4015,2923,1613,613,2524,1765,1102,478,2066,1363,898,413,1622,1182,694,285,1117,881,891,530,
管理费用(万元),2880,12213,8946,5949,2569,9591,6688,3933,1872,8952,5793,3480,1306,7030,3796,3003,1235,5174,3245,1991,981,3506,2495,1612,800,3003,2056,1497,761,3209,1861,1114,536,2099,1409,1625,778,
财务费用(万元),-23,662,545,357,149,1178,1016,690,357,518,249,87,16,-95,-116,-101,-26,-345,-297,-234,-124,-615,-483,-349,-182,-900,-745,-486,-270,-283,-180,0,44,131,92,56,-11,
资产减值损失(万元),--,251,-526,-557,-716,542,737,737,--,470,657,657,--,440,469,469,--,597,332,332,--,205,92,92,4,81,75,75,--,54,87,87,8,87,91,203,67,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-3,-3,-3,-3,3,--,--,--,0,--,0,0,
投资收益(万元),200,35,20,11,--,-0,-0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,35,35,30,19,7,--,--,--,0,--,0,0,
对联营企业和合营企业的投资收益(万元),--,35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
营业利润(万元),5413,11229,8681,7309,3933,8718,6985,5766,3268,7162,9675,9516,5080,12643,10510,6854,2783,5946,4675,2168,748,2284,2020,1224,470,3343,2981,1951,768,2433,2395,1706,607,4871,3062,3872,3784,
营业外收入(万元),26,124,648,537,485,1461,1017,915,114,670,175,52,8,569,120,79,45,493,121,65,28,442,120,105,83,665,6,--,--,851,296,85,75,589,351,614,42,
营业外支出(万元),144,232,144,4,4,159,14,4,3,297,105,75,8,126,84,33,3,302,130,108,3,27,14,7,7,101,67,38,8,125,105,100,50,32,56,31,0,
非流动资产处置损失(万元),--,--,99,0,--,16,2,1,1,244,85,63,6,71,39,1,1,128,1,1,1,4,--,0,--,3,--,--,--,7,--,--,--,0,--,0,0,
利润总额(万元),5295,11120,9185,7843,4414,10020,7988,6678,3379,7535,9745,9494,5081,13085,10546,6900,2825,6137,4666,2125,773,2700,2125,1322,546,3907,2920,1913,760,3159,2586,1691,632,5428,3358,4455,3826,
所得税费用(万元),1071,2757,2058,1738,1065,1944,1637,1251,673,1398,1680,1675,1150,2582,2585,1720,707,1294,940,398,146,394,305,174,79,703,459,255,127,398,422,244,95,700,400,664,525,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
净利润(万元),4224,8364,7127,6105,3349,8077,6352,5426,2705,6136,8064,7819,3930,10503,7961,5180,2118,4843,3726,1727,627,2306,1820,1147,467,3204,2461,1658,633,2761,2164,1446,537,4728,2958,3790,3301,
归属于母公司所有者的净利润(万元),4154,8492,7263,6157,3412,8186,6568,5573,2723,6196,7979,7703,3811,10087,7525,4882,2029,4773,3695,1727,627,2289,1805,1137,459,3198,2461,1658,633,2710,2129,1411,523,4631,2894,3790,3352,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
少数股东损益(万元),70,-128,-136,-53,-63,-109,-216,-146,-18,-59,86,117,119,416,437,298,90,70,30,-0,--,17,15,11,8,6,--,--,--,51,35,35,15,97,64,0,-51,
基本每股收益,0.06,0.13,0.13,0.09,0.06,0.15,0.12,0.11,0.05,0.12,0.15,0.15,0.12,0.31,0.23,0.15,0.12,0.3,0.23,0.11,0.04,0.14,0.11,0.07,0.03,0.2,0.15,0.1,0.06,0.28,0.22,0.16,0.07,0.58,0.36,0.5,0.87,
稀释每股收益,0.06,0.13,0.13,0.09,0.06,0.15,0.12,0.11,0.05,0.12,0.15,0.15,0.12,0.31,0.23,0.15,0.12,0.3,0.23,0.11,0.04,0.14,0.11,0.07,0.03,0.2,0.15,0.1,0.06,0.28,0.22,0.16,0.07,0.58,0.36,0.5,0.87,
