报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),4054712,3171256,2012803,944565,4126637,3533100,2522511,1204376,5215988,4066157,2693071,1122137,5003064,3760698,2683276,1316351,6079327,4841899,3378788,1637302,6301444,4803315,3315476,1538134,5881632,4506463,3085003,1453381,5252766,3941429,2699121,1340417,3762074,2839322,1832177,844183,2518819,1993629,1241116,569442,2055080,1592825,1060688,486393,1425810,983515,621923,312740,1100733,775867,542796,273889,
营业收入(万元),4054712,3171256,2012803,944565,4126637,3533100,2522511,1204376,5215988,4066157,2693071,1122137,5003064,3760698,2683276,1316351,6079327,4841899,3378788,1637302,6301444,4803315,3315476,1538134,5881632,4506463,3085003,1441180,5252766,3923203,2699121,1334205,3762074,2839322,1832177,844183,2518819,1993629,1241116,569442,2055080,1592825,1060688,486393,1425810,983515,621923,312740,1100733,775867,542796,273889,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12201,--,18226,--,6212,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,--,
营业总成本(万元),3716517,2923338,1849767,882713,4000622,3443539,2470462,1185216,5208584,4041575,2673804,1128906,5077342,3833199,2728832,1340516,6129222,4857686,3384282,1643837,6288847,4756621,3269099,1496218,5759669,4416506,3004851,1410460,5056067,3769641,2583188,1286883,3606585,2723034,1756256,812116,2392172,1876654,1169670,550345,1989580,1520600,1005059,461131,1334331,910160,571375,289669,1024035,721281,506984,261268,
营业成本(万元),3328827,2622201,1686514,810354,3680991,3226872,2333280,1124806,4928641,3845106,2547529,1066010,4773557,3628578,2590422,1273135,5816644,4613995,3220700,1569378,5993183,4553050,3144689,1437190,5525322,4246026,2897800,1364586,4834586,3603168,2475861,1242213,3433587,2604873,1679359,771947,2235243,1768645,1095766,515123,1866863,1418456,933145,428205,1218419,823340,515087,261425,914098,644503,456021,237417,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,
