报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),203333,1065658,807809,548441,242125,1130177,742990,442168,223057,785230,540715,357477,132199,578875,407498,260418,109749,429739,313790,198537,94544,360965,263560,188582,83256,369435,279404,156913,80490,
营业收入(万元),203333,1065658,807809,548441,242125,1130177,742990,442168,223057,785230,540715,357477,132199,578875,407498,260418,109749,429739,313790,198537,94544,360965,263560,188582,83256,369435,279404,156913,80490,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),199158,1059695,782401,531508,233860,1101671,721470,429375,218640,771299,525071,347665,128403,575413,402170,258009,106174,421513,304326,189744,89355,349843,255596,183545,78849,354960,265735,144736,75025,
营业成本(万元),187287,980693,748290,506260,222375,1051593,688616,409718,207196,720378,491163,329639,120713,531966,375193,240902,99738,383831,278996,174030,82747,310467,229454,163706,72121,320571,236278,129114,68540,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),0,14184,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),432,2741,1512,1070,399,3637,2650,2031,1888,2127,495,252,66,1379,745,730,157,787,232,182,0,852,395,347,78,579,523,812,323,
销售费用(万元),201,850,607,402,136,950,635,415,134,704,523,360,138,427,334,144,98,416,270,175,76,407,332,248,50,554,514,527,362,
管理费用(万元),2625,15718,10223,7390,3364,16364,10418,6015,3139,20038,16918,7632,3144,21372,12311,7058,2852,17842,11544,7604,3217,19507,11796,7262,2523,15169,14634,8443,4156,
财务费用(万元),9229,33811,21822,16224,7324,28466,18986,11208,6137,28634,19415,11976,6646,19817,14253,9408,4243,16427,12809,8306,3684,17452,12884,7801,3857,17507,12675,5799,1848,
资产减值损失(万元),-617,11697,-53,161,262,661,165,-13,145,-582,-3444,-2194,-2304,450,-667,-234,-914,2211,474,-553,-368,1158,734,4180,--,580,1111,42,-204,
公允价值变动收益(万元),0,10371,29,258,151,-367,-341,-332,-14,-241,5,-325,-347,24,408,645,-18,-994,-927,-599,-140,412,-199,-20,--,134,-129,-23,--,
投资收益(万元),103,-836,-1307,-846,794,-213,-405,231,348,967,-292,502,526,-129,-610,-620,-5,-270,-65,-65,158,331,--,--,--,-140,-116,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,-20,--,--,--,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
