报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,
营业总收入(万元),38441,120793,85974,59002,29906,86059,60108,40344,19887,66842,49726,34591,16548,57937,42564,28526,14003,44794,31929,31797,27427,
营业收入(万元),38441,120793,85974,59002,29906,86059,60108,40344,19887,66842,49726,34591,16548,57937,42564,28526,14003,44794,31929,31797,27427,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),30096,95689,67740,46759,23919,69666,48448,32660,16405,54732,40576,28172,13397,46928,33990,22894,11389,36280,25972,25581,22148,
营业成本(万元),25456,79801,56838,39278,20078,58067,40543,27352,13658,46444,34636,24065,11368,39917,28938,19553,9610,30719,21983,21383,18533,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),352,1146,709,499,216,760,499,341,178,490,392,250,108,423,327,218,94,293,217,234,192,
销售费用(万元),1581,5743,3923,2552,1248,4125,2848,1864,868,3198,2270,1623,696,2657,1820,1228,521,2139,1493,1485,1122,
管理费用(万元),2295,7809,5782,3881,1910,6640,4586,3010,1515,4449,3156,2123,1134,3384,2385,1586,1006,2727,1989,2139,1768,
财务费用(万元),-19,-72,-57,4,-13,-58,-247,-125,-2,-12,-10,-16,-40,333,304,225,38,328,182,276,440,
