报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),119470,74648,34152,145531,105504,64210,32541,113297,67429,29946,59445,53815,44430,
营业收入(万元),119470,74648,34152,145531,105504,64210,32541,113297,67429,29946,59445,53815,44430,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),104140,63620,29257,118425,85966,52894,27768,95167,58892,26005,52408,47849,41488,
营业成本(万元),89178,54249,24917,101159,72399,44633,23937,81760,49514,21942,44037,40276,34152,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),597,333,138,1159,880,494,314,807,699,264,456,391,245,
销售费用(万元),1951,1268,339,2163,1304,846,456,1336,878,439,734,646,511,
管理费用(万元),10202,6558,3013,11324,8991,5715,2684,8827,6488,2799,5572,4712,4856,
财务费用(万元),767,513,658,2268,1508,989,513,1385,896,465,1436,1680,1573,
资产减值损失(万元),1446,699,192,352,883,216,-137,1052,417,96,173,143,151,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),296,--,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),15625,11027,4895,27105,19538,11316,4773,18130,8537,3941,7037,5966,2942,
营业外收入(万元),5085,146,123,735,235,112,83,327,151,104,388,140,254,
营业外支出(万元),131,122,77,373,354,328,90,63,97,45,18,16,19,
非流动资产处置损失(万元),58,52,40,344,335,317,80,54,89,37,15,4,16,
利润总额(万元),20579,11051,4941,27467,19420,11101,4766,18394,8591,4000,7407,6090,3177,
所得税费用(万元),3477,1594,750,4205,3041,1665,797,2946,1338,662,1273,969,692,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),17102,9457,4192,23262,16379,9436,3969,15449,7252,3338,6134,5121,2485,
归属于母公司所有者的净利润(万元),16786,9467,4193,23267,16381,9436,3969,15449,7252,3338,6134,5121,2485,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),316,-10,-2,-5,-2,--,--,--,--,--,--,--,--,
基本每股收益,1.2,0.68,0.3,2.22,1.56,0.9,0.38,1.47,0.7,0.33,0.63,0.54,0.28,
稀释每股收益,1.2,0.68,0.3,2.22,1.56,0.9,0.38,1.47,0.7,0.33,0.63,0.54,0.28,
