报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,
营业总收入(万元),23797,162231,104567,61780,23834,145849,100804,59044,25116,77273,29356,17566,5701,42353,29189,20088,4499,34150,18579,15421,1794,29602,15099,27966,24475,
营业收入(万元),23797,162231,104567,61780,23834,145849,100804,59044,25116,77273,29356,17566,5701,42353,29189,20088,4499,34150,18579,15421,1794,29602,15099,27966,24475,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),27013,161185,104549,64244,28203,141840,96639,61313,28808,73116,27968,16785,6105,36059,23842,16354,4804,27294,15190,11799,2372,22648,12025,21236,18791,
营业成本(万元),21143,129143,81112,48582,20807,111185,75286,45854,20963,51553,16919,10053,3133,23837,16226,11551,2352,17110,9226,7981,729,14970,7128,14808,13303,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),1592,6403,3602,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),42,737,307,237,66,601,315,173,47,492,213,146,46,311,111,74,37,568,315,181,33,331,160,356,355,
销售费用(万元),1793,9315,6651,4389,2249,7773,5752,3687,1937,5980,2138,1433,805,3347,2100,1386,670,2551,1717,1146,608,2334,1532,1825,1604,
管理费用(万元),2567,11659,9221,8755,4721,18681,12443,9739,4965,13004,6246,4144,2232,7639,4871,3160,1745,5529,3137,1940,969,4164,2768,3903,3360,
财务费用(万元),943,2913,1718,880,426,2523,1479,1062,548,1008,866,-5,4,-111,-174,-78,0,263,203,136,32,139,116,37,37,
资产减值损失(万元),-1067,1014,1938,1400,-66,1077,1364,799,347,1080,1585,1014,-116,1036,709,261,--,1275,592,415,--,710,321,306,133,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),285,102,--,--,--,18,18,18,--,529,451,259,-199,1157,405,218,28,686,339,258,45,416,63,191,687,
