报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2005-12-31,
营业总收入(万元),2013433,14634182,7555783,5447094,1791246,15477328,8715140,5515023,1887399,12342878,6339984,4234496,1330725,10905650,5221472,3399932,923467,9235552,4426860,3054424,743916,6890576,3130709,2018292,491974,4703622,2181402,1519104,360694,3589412,1728692,1124475,405497,2298661,1145108,829092,214055,1551990,669319,538133,115878,811523,390910,209883,61133,403121,235546,142837,236454,
营业收入(万元),2012524,14630624,7554048,5445862,1790375,15475214,8714149,5514661,1887399,12342878,6339984,4234496,1330725,10905650,5221472,3399932,923467,9235552,4426860,3054424,743916,6890576,3130709,2018292,491974,4703622,2181402,1519104,360694,3589412,1728692,1124475,405497,2298661,1145108,829092,214055,1551990,669319,538133,115878,811523,390910,209883,61133,403121,235546,142837,236454,
利息收入(万元),829,2952,1735,1232,871,2114,991,362,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,0,--,0,0,0,--,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,0,--,0,0,0,--,0,0,
手续费及佣金收入(万元),80,606,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,0,--,0,0,0,--,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,0,--,0,--,0,--,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,0,--,0,--,0,--,0,0,
营业总成本(万元),1661284,12249802,6252023,4500793,1432773,13292063,7401892,4573762,1535220,10169693,5267859,3468584,1095030,9122876,4398202,2860700,831324,7698375,3746078,2563922,640532,5592355,2521370,1588413,392967,3705394,1689590,1125010,265681,2851166,1395328,885079,324065,1776775,899303,628470,163641,1177903,468645,382629,95781,626988,309869,167864,52723,317955,186804,109904,170786,
营业成本(万元),1211675,10087242,5120931,3768742,1104319,10988068,6088993,3716647,1125182,8245331,4115150,2697191,767150,7412257,3465344,2251321,608289,6265522,2977979,2059316,478961,4397208,1926555,1225684,257872,2953680,1310920,873302,179642,2364548,1168126,736535,264053,1452406,736426,516778,122259,918823,339721,285725,66098,499110,236548,126345,38342,258713,150400,88069,135616,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,0,--,0,0,0,--,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,0,--,0,0,0,--,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,0,--,0,--,0,--,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,0,--,0,--,0,--,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,0,--,0,0,0,--,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,0,--,0,0,0,--,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,0,--,0,0,0,--,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,0,--,0,0,0,--,0,0,
