报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),101924,72515,46336,22499,68910,47848,29568,13230,60486,46974,31083,15705,64243,49692,32832,17163,66869,51338,33632,16695,62330,46428,28658,7852,32536,24111,15339,7604,32421,24951,14373,6892,28944,21111,14150,6743,25989,18791,11948,5543,22537,16808,10838,5145,19478,14756,9488,4634,16962,12449,7603,3512,
营业收入(万元),101924,72515,46336,22499,68910,47848,29568,13230,60486,46974,31083,15705,64243,49692,32832,17163,66869,51338,33632,16695,62330,46428,28658,7852,32536,24111,15339,7604,32421,24951,14373,6892,28944,21111,14150,6743,25989,18791,11948,5543,22537,16808,10838,5145,19478,14756,9488,4634,16962,12449,7603,3512,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),93177,65659,41621,20571,60619,42075,25540,11672,52919,41666,27648,14302,59034,45746,30213,15919,62081,47575,31171,15564,58181,43269,26413,7165,29392,21819,13823,6944,29576,22794,13011,6377,26592,19173,12908,6278,24085,17221,10998,5174,21327,15641,9999,4797,18551,13654,8738,4307,15529,11433,6914,3192,
营业成本(万元),32007,24475,16367,8586,21418,16060,10557,4774,25108,20994,14633,7379,27658,22857,15041,8230,32081,26056,17355,8567,33440,25297,15268,3358,14814,11011,6995,3517,16300,13384,6972,3498,14855,10767,7528,3631,13326,9360,6013,2843,11780,8653,5609,2682,10320,7822,5088,2620,8961,6513,3905,1673,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
