报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31,
营业总收入(万元),40548,188438,125103,90329,38599,218387,151339,106457,43597,185055,164363,122166,45106,243948,190469,141821,57145,293256,222600,169469,59539,226155,145556,98148,39329,185649,131808,103060,29435,101987,72271,55910,10600,55966,37507,26979,64586,41925,64734,43573,
营业收入(万元),40342,186930,124008,89597,38270,216895,149922,105581,43289,183667,162842,121343,44873,242729,189795,141282,56993,292648,222064,169295,59539,226155,145556,98148,39329,185649,131808,103060,29435,101987,72271,55910,10600,55966,37507,26979,64586,41925,64734,43573,
利息收入(万元),--,10,10,10,6,54,53,35,25,76,53,28,14,137,115,80,36,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
已赚保费(万元),206,1050,916,575,261,1220,1168,693,257,1122,1297,700,--,1034,--,--,--,578,--,174,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
手续费及佣金收入(万元),--,448,169,146,63,218,196,148,26,190,171,94,--,48,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
营业总成本(万元),27939,152152,94794,66137,27879,155864,93867,59347,26840,119280,80454,56672,25967,125665,87282,62624,22093,161201,115412,89840,32541,134892,82359,57147,24908,113185,80892,71672,20047,74421,54555,39907,9569,44961,31352,21257,51272,34129,54417,38162,
营业成本(万元),18676,95166,63322,43808,17808,88633,58285,34447,14272,66609,46690,31660,13487,75000,55515,38374,11554,83140,62328,46615,19633,90714,55922,38306,16110,83905,56099,42888,13645,52910,39303,28157,6041,33044,21474,15653,38601,26092,42983,30499,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
提取保险合同准备金净额(万元),214,571,570,395,97,528,573,242,137,631,707,252,--,368,--,--,--,--,--,186,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
营业税金及附加(万元),2439,16916,8230,6493,2644,25100,12068,9123,4545,17753,15601,14107,5113,27830,22035,17907,7189,60358,40700,34927,7925,29575,18039,13551,5124,18726,16291,23939,3626,11624,8821,7873,760,5015,3535,3019,4915,3346,4370,2076,
销售费用(万元),5029,21655,10768,8534,5234,21284,9132,7333,4126,19593,7960,5658,4764,15500,7269,4175,2399,12101,8131,5725,3414,10867,5148,3426,2659,8551,6710,3588,2302,6563,3951,2464,2162,2507,3144,1052,2926,2313,4521,2779,
管理费用(万元),3143,11838,8022,5189,2816,11011,7749,4824,2885,11330,7466,4918,2428,8370,5535,3248,1560,8429,5731,3575,1893,7314,5241,3159,1586,6111,4064,2286,1053,4484,3118,1963,870,3602,2885,1234,3074,1568,2044,1585,
财务费用(万元),-583,1274,4357,1755,-620,7284,5772,3126,878,2345,1516,-482,-204,-2753,-3728,-2486,-411,-3478,-2300,-1701,-273,-4204,-2094,-1730,-528,-4562,-2555,-1412,-579,-1432,-706,-618,-264,652,276,273,1811,809,811,971,
资产减值损失(万元),-978,4732,-474,-37,-99,2024,288,251,-3,1019,514,558,-27,1350,750,1152,-171,151,339,512,-51,625,103,436,-43,454,282,384,--,272,68,68,--,142,38,27,-57,0,-313,253,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,-9,-9,-9,--,9,--,--,--,--,0,0,0,0,0,0,
投资收益(万元),632,1898,2982,1840,903,3587,3753,2203,511,2528,2513,1522,606,2248,1641,965,795,1421,892,426,128,474,199,28,--,54,11,11,--,939,1114,-25,72,4,-90,-90,-372,-89,1501,0,
对联营企业和合营企业的投资收益(万元),230,-161,117,63,-31,201,121,37,1,-160,60,-3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-25,-25,-25,--,1,0,0,0,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
营业利润(万元),13800,42288,35312,26032,11623,66111,61224,49313,17268,68303,86422,67016,19745,120530,104828,80162,35847,133476,108079,80055,27126,91737,63396,41029,14421,72509,50918,31389,9388,28514,18830,15979,1103,11008,6065,5632,12942,7708,11819,5410,
营业外收入(万元),243,1168,1087,2708,354,8567,5434,3168,2456,7856,4119,3686,3543,8286,2963,1666,1516,7658,384,76,40,5882,457,262,1,4287,1386,642,3,4301,2378,86,16,2417,1618,1606,589,82,693,453,
营业外支出(万元),55,1647,477,163,84,234,81,55,33,130,106,70,26,419,171,131,59,934,319,225,69,352,201,126,50,1161,170,136,31,141,86,59,14,77,41,28,115,51,85,-1,
非流动资产处置损失(万元),--,--,2,2,2,8,8,1,1,3,1,0,--,1,1,1,--,1,1,0,--,8,1,1,--,2,-2,--,--,0,--,--,--,--,0,0,56,0,0,0,
利润总额(万元),13988,41809,35922,28577,11892,74443,66577,52426,19691,76029,90435,70632,23261,128397,107620,81698,37305,140201,108144,79906,27098,97266,63652,41165,14373,75635,52134,31895,9360,32674,21122,16007,1105,13348,7642,7210,13415,7739,12428,5864,
所得税费用(万元),2815,13634,11251,8238,3041,21381,17607,13750,5466,20138,22294,17719,5931,32479,26502,20563,9394,35061,27137,19987,6774,24887,16140,10427,3609,19178,13169,8159,2224,7565,4454,3994,210,3496,1960,1985,3670,1998,4151,1867,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
净利润(万元),11173,28174,24672,20339,8852,53062,48969,38676,14225,55891,68141,52913,17330,95918,81118,61135,27911,105140,81007,59919,20323,72379,47512,30738,10764,56457,38966,23736,7136,25109,16667,12013,894,9852,5682,5225,9745,5740,8276,3997,
归属于母公司所有者的净利润(万元),11570,30126,25678,20889,8873,54999,48871,38432,14337,54880,66299,51346,16726,93638,79018,59777,27305,103900,78884,58561,19782,70456,46114,29768,10496,52702,35457,21540,7124,25088,16680,11996,892,9736,5664,5129,8463,5637,8090,3548,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-398,-1952,-1007,-550,-21,-1937,99,244,-112,1011,1842,1567,605,2280,2099,1357,606,1240,2123,1358,541,1923,1398,970,268,3755,3509,2196,12,22,-13,17,3,116,18,97,1282,103,186,448,
基本每股收益,0.09,0.23,0.2,0.16,0.07,0.49,0.44,0.34,0.13,0.49,0.59,0.46,0.15,0.84,0.71,0.53,0.24,0.93,0.7,0.52,0.35,1.26,0.82,0.53,0.19,0.94,0.63,0.38,0.25,0.92,0.61,0.45,0.04,0.46,0.27,0.24,0.4,0.27,0.39,0,
稀释每股收益,0.09,0.23,0.2,0.16,0.07,0.49,0.44,0.34,0.13,0.49,0.59,0.46,0.15,0.84,0.71,0.53,0.24,0.93,0.7,0.52,0.35,1.26,0.82,0.53,0.19,0.94,0.63,0.38,0.25,0.92,0.61,0.45,0.04,0.46,0.27,0.24,0.4,0.27,0.39,0,
