报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-03-31,2009-12-31,2008-12-31,
营业总收入(万元),224053,91218,270612,205284,129886,67957,282386,208406,130044,57443,90083,64897,37474,15394,16900,13048,9078,3929,14379,9647,6068,2416,14914,11094,8112,3631,20346,14217,8638,3226,20327,2793,13217,9175,
营业收入(万元),224053,91218,270612,205284,129886,67957,282386,208406,130044,57443,90083,64897,37474,15394,16900,13048,9078,3929,14379,9647,6068,2416,14914,11094,8112,3631,20346,14217,8638,3226,20327,2793,13217,9175,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
营业总成本(万元),218383,88847,253412,191597,121255,63280,265003,193989,119193,51877,88284,62534,36169,14867,16831,12900,8934,3923,17522,11551,6991,2600,14565,10601,7555,3614,18114,12708,7693,3030,17978,2673,11526,7704,
营业成本(万元),208175,84271,234279,180992,114393,59289,247191,180642,109973,47538,78190,56094,32003,13064,13678,10742,7483,3237,12685,8343,5136,1868,11051,8344,5965,2785,14523,10118,6011,2326,14317,1890,8940,6432,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
营业税金及附加(万元),230,148,351,173,43,124,689,619,535,288,223,375,295,31,100,59,39,24,161,38,2,1,10,6,4,2,21,19,12,9,6,0,3,12,
销售费用(万元),1399,1140,1131,778,552,291,1756,1045,810,396,1724,1069,773,419,1118,876,644,288,1883,1247,785,306,1358,1008,694,351,1026,753,519,186,998,171,519,210,
管理费用(万元),7144,2641,9068,7545,5134,2692,12788,9270,5864,2652,6324,3557,2234,965,1911,1436,886,438,2669,1972,1144,561,2426,1588,1114,592,2469,1738,1079,463,2339,646,2030,1242,
财务费用(万元),1250,608,904,682,494,288,468,187,9,3,419,245,146,13,-131,-132,-102,-47,-51,-46,-25,-57,-323,-313,-217,-97,24,89,101,43,171,4,18,34,
资产减值损失(万元),185,38,7679,1427,639,597,2111,2226,2001,1001,1403,1195,718,374,157,-81,-17,-17,175,-4,-51,-79,43,-33,-6,-19,51,-9,-29,4,146,-39,67,62,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,608,-265,
投资收益(万元),421,408,2491,2503,2113,2119,642,491,516,504,3902,105,105,--,208,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,-556,555,
对联营企业和合营企业的投资收益(万元),12,11,31,34,13,-14,-33,-44,-19,-11,-21,--,-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
