报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),22373,14467,7052,25643,18810,13060,6150,29511,22206,15896,8247,30128,23986,30681,30075,
营业收入(万元),22373,14467,7052,25643,18810,13060,6150,29511,22206,15896,8247,30128,23986,30681,30075,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),19247,13144,6448,23380,17108,11560,5322,26247,19666,13485,6477,25932,21719,25217,23654,
营业成本(万元),16959,11734,5769,20093,14875,10161,4743,23339,17442,12087,5766,22971,19268,22688,21058,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),248,158,76,282,72,60,36,148,98,80,50,141,63,153,197,
销售费用(万元),1029,668,311,1324,969,677,327,1332,943,615,292,1259,952,959,910,
管理费用(万元),854,491,237,1348,1079,632,302,1245,961,655,333,1210,861,1408,1220,
财务费用(万元),178,24,6,80,99,63,34,72,53,45,20,38,211,86,201,
资产减值损失(万元),-21,69,48,251,14,-34,-120,112,169,2,16,313,365,-77,70,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),27,15,15,66,30,13,--,3,3,3,--,103,19,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),3152,1338,619,2329,1731,1513,828,3266,2543,2414,1770,4299,2287,5464,6421,
营业外收入(万元),610,546,463,701,638,425,63,253,190,127,63,401,650,258,250,
营业外支出(万元),--,--,--,12,--,--,--,5,4,4,4,18,5,4,15,
非流动资产处置损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
利润总额(万元),3762,1884,1081,3018,2369,1938,891,3513,2729,2537,1829,4682,2932,5717,6656,
所得税费用(万元),943,471,271,749,601,486,223,882,687,643,460,1225,803,1391,1692,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),2820,1413,811,2269,1768,1452,667,2632,2042,1894,1369,3457,2129,4326,4965,
归属于母公司所有者的净利润(万元),2820,1413,811,2272,1771,1455,670,2631,2061,1887,1361,3421,2113,4288,4920,
被合并方在合并前实现净利润(万元),--,--,--,--,--,-7,--,--,--,18,--,--,--,--,--,
少数股东损益(万元),--,--,--,-3,-3,-3,-3,1,-19,7,8,36,16,38,44,
基本每股收益,0.29,0.15,0.08,0.27,0.23,0.2,0.09,0.36,0.28,0.26,0.19,0.47,0.29,0.59,0.7,
稀释每股收益,0.29,0.15,0.08,0.27,0.23,0.2,0.09,0.36,0.28,0.26,0.19,0.47,0.29,0.59,0.7,
