报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),4003019,2925029,2142118,1389766,3018678,2197760,1562113,1015881,2454379,1769964,1325564,882556,2165929,1513134,1121541,673544,2101149,1506831,1166253,671985,2471859,1916584,1551988,867580,2720105,2112660,1504971,823065,2035059,1564877,1059483,624456,1554130,1147171,757655,449363,1112922,802968,534089,333885,793307,657868,459728,308615,732856,604306,434288,300985,739701,596029,440071,273263,
营业收入(万元),4003019,2925029,2142118,1389766,3018678,2197760,1562113,1015881,2454379,1769964,1325564,882556,2165929,1513134,1121541,673544,2101149,1506831,1166253,671985,2471859,1916584,1551988,867580,2720105,2112660,1504971,823065,2035059,1564877,1059483,624456,1554130,1147171,757655,449363,1112922,802968,534089,333885,793307,657868,459728,308615,732856,604306,434288,300985,739701,596029,440071,273263,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),2152416,1618224,1165884,701399,1695433,1235164,868115,521925,1534001,1075416,797335,486271,1344719,892868,676302,373546,1299358,862902,611890,305752,1328338,911258,728306,346371,1350269,1042720,811568,404184,1185360,903531,598715,340108,944302,680039,447665,241245,656119,487650,319572,167956,550352,444543,285571,173479,514815,407262,264886,188727,560703,440717,315244,190322,
营业成本(万元),1048678,775984,581858,372555,845009,635011,442853,299335,731425,528717,397615,266164,667196,465620,337631,205582,577203,378792,285725,168200,661041,533945,437670,203306,801572,647562,525229,251956,689541,531881,358936,213811,486319,386201,247093,135405,386066,303091,202959,108695,361807,299470,190993,121086,337798,269192,172607,126036,349400,276447,190613,112962,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),8408,6331,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),590850,439932,302657,195479,349470,233050,142860,76198,194117,136957,103644,68155,178468,118588,88517,49684,151724,105657,83477,44882,184903,135915,109757,58715,200570,155803,112581,64933,160164,122075,81882,46776,139217,94996,63944,36205,79859,53446,35302,22920,56575,45947,31463,19322,58263,44960,31591,20317,68632,55609,41394,27879,
销售费用(万元),377843,307713,215569,100289,362540,269663,217413,109646,469455,304271,219562,112578,356806,219727,185033,81695,430890,289474,179103,63810,338218,155203,119504,50419,225897,160489,121513,48296,206999,148030,95482,38664,180323,103656,77342,35159,116415,77295,48468,20134,89083,64206,41227,19126,78276,57240,36487,28317,100529,77005,61671,36598,
管理费用(万元),234050,167382,118161,59499,226902,161294,107610,58380,214370,161457,110740,57283,212881,144313,100675,53890,204703,137721,97769,53372,226364,152123,108569,57797,200918,140899,92271,53229,175069,125726,81854,43200,156185,105708,67015,35675,83897,60413,36892,17304,58899,43823,29499,15563,49794,39971,27850,14396,47834,34292,24004,13175,
财务费用(万元),-108501,-79418,-52662,-26424,-89051,-63972,-42740,-21671,-76586,-55924,-34164,-17909,-73211,-55591,-35765,-17306,-65778,-49045,-34490,-24512,-82688,-65940,-47194,-23866,-78959,-62033,-40025,-14231,-47659,-23510,-18767,-2341,-19247,-10523,-7728,-1199,-10973,-6602,-4065,-1097,-15995,-8772,-7481,-1561,-9223,-4102,-3649,-338,-5050,-2637,-2440,-292,
资产减值损失(万元),1088,300,300,--,563,119,119,37,1220,-63,-63,-0,2580,210,210,--,616,304,305,--,501,13,--,--,270,--,--,--,1245,-670,-670,--,1504,1,--,--,855,7,15,--,-17,-131,-131,-56,-93,--,0,0,-643,--,0,--,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-707,-707,-707,-117,77,-294,-194,-53,-246,-293,-10,176,-691,-690,-688,-181,1552,--,--,--,--,--,--,--,-19,--,4,29,252,--,0,13,
投资收益(万元),10086,5010,5010,--,6821,2240,2240,--,3343,1015,1015,--,3414,1194,1194,--,1449,-577,-576,--,430,-247,-247,--,301,-92,-98,-1,240,-380,-396,1,338,-351,-386,13,312,-238,-241,--,158,-93,-93,--,320,56,5,67,272,250,183,10,
对联营企业和合营企业的投资收益(万元),10086,5010,5010,--,6821,2240,2240,--,3343,1015,1015,--,3414,1194,1194,--,1449,-576,-576,--,57,-620,-620,--,-40,--,--,--,211,-409,-409,--,255,--,-418,--,251,-241,--,--,--,--,--,--,--,--,0,0,-57,--,0,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),1871839,1315187,982974,689363,1337454,964836,696237,493956,923721,695563,529244,396285,824624,621461,446434,299998,803240,643352,553787,366233,1143243,1004372,822728,521092,1370214,1069555,693110,418828,849694,660673,460362,284525,609475,466091,308915,207949,458667,315080,214276,165929,243113,213232,174064,135136,218342,197100,169411,112354,179522,155561,125011,82964,
营业外收入(万元),4380,7493,5178,1494,4513,6684,4813,1909,11891,8826,4396,3252,6616,4570,2991,1624,5994,4052,2744,1521,6590,4111,2630,1608,6493,3953,2717,1285,5745,4082,2033,1663,5074,2978,2747,1385,2072,1621,1621,115,145,122,62,21,189,169,1055,114,91,66,66,25,
营业外支出(万元),15537,3643,2605,519,2798,2038,1409,541,1872,1726,1342,483,2490,1042,839,597,7643,2195,1777,922,25125,24038,23474,20573,2840,2025,452,229,5444,3002,346,137,7524,1175,717,666,181,135,115,1,3342,3148,2955,4,696,-240,-240,493,1022,669,762,--,
非流动资产处置损失(万元),--,--,--,--,--,166,155,130,667,429,366,273,274,29,29,26,2886,909,909,295,265,21,0,--,140,--,71,--,721,--,--,--,170,--,--,--,63,--,--,--,263,--,--,--,58,0,0,0,158,--,0,--,
利润总额(万元),1860682,1319036,985547,690338,1339169,969481,699641,495323,933741,702664,532297,399054,828749,624989,448587,301024,801592,645209,554754,366832,1124708,984445,801884,502127,1373867,1071482,695375,419884,849995,661752,462049,286051,607024,467894,310946,208668,460559,316566,215783,166044,239916,210207,171171,135153,217835,197510,170705,111975,178591,154959,124314,82989,
所得税费用(万元),456817,322690,239158,168941,330572,242984,180660,121403,228065,173002,129635,98226,187701,147278,106466,72032,195770,155789,138510,93277,292486,243376,197886,123498,340293,260122,171239,103209,210558,161625,112969,69902,150819,114617,76627,50860,113892,78295,53792,39116,56946,49799,40356,33582,70556,64825,56178,37455,60930,52623,42022,28074,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),1403865,996346,746389,521397,1008597,726498,518981,373921,705677,529662,402662,300828,641048,477711,342120,228992,605821,489420,416245,273555,832222,741069,603998,378629,1033573,811361,524136,316675,639438,500127,349080,216149,456206,353277,234318,157809,346667,238271,161990,126928,182970,160409,130815,101571,147278,132685,114527,74521,117661,102336,82292,54915,
归属于母公司所有者的净利润(万元),1338425,949442,711026,497101,967372,696476,497151,359311,678453,510131,388681,290311,617612,460302,329753,220080,583492,470729,400181,261914,797281,710385,579103,362687,993487,780187,504626,305012,615747,481821,336259,208140,439536,339536,226097,152264,324475,229930,160452,126066,181069,158935,129575,100811,146892,132419,114436,74419,116735,101876,81900,54642,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
