报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
营业总收入(万元),90504,64687,26864,124623,71446,47896,20603,85505,61478,34352,16749,76826,45753,26542,12310,41943,28491,15739,6796,30140,18678,11654,4804,22600,15119,9489,4029,16568,11193,7244,3312,12193,5192,9271,7736,5620,
营业收入(万元),90504,64687,26864,124623,71446,47896,20603,85505,61478,34352,16749,76826,45753,26542,12310,41943,28491,15739,6796,30140,18678,11654,4804,22600,15119,9489,4029,16568,11193,7244,3312,12193,5192,9271,7736,5620,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,
营业总成本(万元),61448,43313,17165,90877,47159,31431,12147,58005,38151,22963,10637,44650,27671,17505,8419,23611,17188,10244,4364,15919,11152,6899,2741,12245,8006,5069,2300,8499,6275,4030,1935,6985,3314,5288,5235,3890,
营业成本(万元),12554,8156,3481,19679,13431,9372,4851,16943,11507,7034,3840,14675,9193,5757,3025,7197,4848,2529,910,4621,3443,2204,1060,4672,3175,1921,940,3858,2682,1809,778,2946,1359,2035,2477,2480,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,
