报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),38611,26552,11606,83216,62839,42328,23147,73304,55838,38626,20280,66253,45190,29965,26115,
营业收入(万元),38611,26552,11606,83216,62839,42328,23147,73304,55838,38626,20280,66253,45190,29965,26115,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),30216,19887,9410,50407,36251,23658,13041,41273,31178,20342,10839,39096,31730,23187,22122,
营业成本(万元),17272,11567,4987,32929,23245,15088,8725,25467,19129,12993,6867,23730,17792,12781,12920,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),423,266,122,1152,770,532,318,1267,922,617,294,1157,839,420,324,
销售费用(万元),3673,2204,1198,5000,3554,2732,1469,6234,4701,2912,1467,6868,6360,4383,3058,
管理费用(万元),8034,5439,2746,9750,7254,4593,1918,7067,5164,3111,1535,6294,5927,4455,5305,
财务费用(万元),-856,-583,-331,-846,-628,-496,-270,-705,-547,-354,-232,-665,-435,-17,305,
资产减值损失(万元),1671,995,689,2422,2056,1208,880,1944,1810,1063,907,1712,1246,1165,209,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),243,246,101,99,--,--,--,--,--,--,--,--,--,393,137,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,393,137,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),9915,6911,2296,32907,26588,18670,10107,32031,24660,18284,9441,27157,13460,7171,4130,
营业外收入(万元),179,986,655,3615,2359,1663,813,4172,2945,1779,1069,4087,3518,1872,1354,
营业外支出(万元),22,16,6,364,27,22,17,20,19,14,2,20,16,38,28,
非流动资产处置损失(万元),16,9,6,354,17,13,11,10,9,9,2,12,8,36,28,
利润总额(万元),10072,7881,2945,36158,28920,20310,10902,36183,27586,20049,10508,31224,16962,9004,5456,
所得税费用(万元),1784,1374,991,5308,4476,3172,1781,5669,4311,3088,1629,4968,2799,1475,856,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),8288,6508,1955,30850,24444,17138,9121,30513,23275,16961,8879,26255,14163,7529,4600,
归属于母公司所有者的净利润(万元),8406,6582,1990,30880,24457,17147,9125,30496,23271,16965,8892,26251,14080,7535,4600,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-118,-74,-36,-29,-13,-9,-4,17,5,-4,-12,5,84,-6,--,
基本每股收益,0.14,0.11,0.1,1.63,1.33,1,0.59,1.97,1.5,1.09,0.57,1.69,0.91,0.49,0.3,
稀释每股收益,0.14,0.11,--,1.63,1.33,1,--,--,1.5,1.09,--,--,--,--,--,
