报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),66033,43554,17749,75771,54205,34875,14676,76450,92816,97148,93232,94309,
营业收入(万元),66033,43554,17749,75771,54205,34875,14676,76450,92816,97148,93232,94309,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),62463,41074,16867,65562,46841,30288,13243,64933,78500,81329,84600,88328,
营业成本(万元),55077,36044,14316,56875,40525,25865,10945,56013,69604,71307,76459,82081,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),310,182,62,662,434,294,160,459,467,527,351,262,
销售费用(万元),2820,1778,876,3159,2011,1340,603,2900,3094,2800,2100,1863,
管理费用(万元),3021,2270,1305,4149,2895,1915,959,4280,4005,4306,3720,2783,
财务费用(万元),568,224,109,-342,185,79,212,387,844,1395,1616,1229,
资产减值损失(万元),667,577,199,1058,791,793,363,895,487,994,354,110,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),250,250,--,228,228,228,--,179,183,200,-630,0,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,-8,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),3820,2793,882,10438,7592,4816,1433,11696,14499,16019,8002,5981,
营业外收入(万元),195,3,21,252,138,80,8,431,1949,1483,718,187,
营业外支出(万元),314,145,10,172,119,75,57,142,252,567,136,138,
非流动资产处置损失(万元),157,35,--,92,46,45,41,33,23,413,22,0,
利润总额(万元),3701,2651,893,10518,7612,4821,1384,11985,16195,16935,8584,6030,
所得税费用(万元),722,476,158,2608,1783,927,261,2883,4028,4291,2450,1631,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),2979,2175,735,7910,5829,3894,1124,9101,12168,12644,6135,4399,
归属于母公司所有者的净利润(万元),2979,2175,735,7910,5829,3894,1124,9101,12168,12644,6135,4399,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.23,0.17,0.08,1.16,0.86,0.57,0.17,1.34,1.79,1.86,0.9,0.65,
稀释每股收益,0.23,0.17,0.08,1.16,0.86,0.57,0.17,1.34,1.79,1.86,0.9,0.65,
