报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),676210,478308,255988,696833,534369,367013,217306,601714,450556,304503,184348,525341,401441,271304,166727,465086,352865,239016,148791,458058,335311,230695,156528,419706,325849,222781,131860,330798,223681,158330,94143,187916,124554,85635,56648,134143,97201,70528,43824,137890,99899,68359,40556,120136,84926,56937,34404,96370,65824,43379,23531,
营业收入(万元),676210,478308,255988,696833,534369,367013,217306,601714,450556,304503,184348,525341,401441,271304,166727,465086,352865,239016,148791,458058,335311,230695,156528,419706,325849,222781,131860,330798,223681,158330,94143,187916,124554,85635,56648,134143,97201,70528,43824,137890,99899,68359,40556,120136,84926,56937,34404,96370,65824,43379,23531,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,0,0,--,0,0,--,--,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,0,0,--,0,0,--,--,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,0,0,--,0,0,--,--,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,0,0,--,--,0,--,--,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,0,0,--,--,0,--,--,0,
营业总成本(万元),516478,363083,180944,556017,437111,301287,169842,499758,380834,251281,141722,439235,341749,224703,129429,398056,299868,197137,115485,376607,271900,180975,115910,324316,254236,167939,97087,247385,174501,119459,72210,148183,106346,71946,46737,118040,90841,65640,39873,130374,94262,65872,38378,115445,82583,55653,33730,94100,64887,43108,23280,
营业成本(万元),149233,104268,51880,164259,131621,91318,48560,152359,115966,78039,47271,150954,118804,82758,50021,145907,108026,73408,45545,138414,105107,72652,48292,122083,87743,57320,33302,86101,56269,40516,24027,54208,36404,24179,16366,52570,45134,34334,21336,84848,63806,43795,24873,81310,55978,36803,21308,64914,43977,28414,14612,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,0,0,--,0,0,--,--,0,
