报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,
营业总收入(万元),64785,243558,187492,123410,63237,228752,182385,125453,61670,229031,184485,138770,70465,231355,192768,142179,60415,191089,142348,160536,165654,
营业收入(万元),64785,243558,187492,123410,63237,228752,182385,125453,61670,229031,184485,138770,70465,231355,192768,142179,60415,191089,142348,160536,165654,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),51717,185485,133688,85858,41535,153923,123837,86996,43531,148028,117700,84414,44826,153548,128950,93327,41469,159981,122075,146187,142943,
营业成本(万元),34942,131504,100275,65106,32009,111407,89840,63745,32580,103989,85726,62908,33827,109880,94754,70790,32167,126330,98511,117931,114399,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),865,3176,2381,1491,736,2913,2021,1400,734,2271,1809,1402,740,2223,1884,1327,510,1204,889,909,830,
销售费用(万元),1640,5883,4458,2885,1475,5396,4120,2915,1272,5843,4520,3341,1728,6740,5092,3722,1824,5963,3955,4809,4927,
管理费用(万元),12689,36486,24439,14899,6467,33430,26389,18092,7824,34502,24676,15633,7958,27654,21433,13617,5165,19382,13086,15909,17273,
财务费用(万元),1276,1830,1385,670,257,432,656,546,408,149,-69,198,25,5008,4520,3291,1493,6738,4985,6294,5457,
资产减值损失(万元),305,6606,750,807,591,346,811,298,713,1274,1039,933,548,2043,1268,580,311,364,650,335,57,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),--,214,214,214,47,1512,1414,1368,46,2357,1671,1364,329,346,238,238,--,905,905,754,110,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),13287,59062,54018,37765,21748,76340,59962,39826,18185,83360,68456,55720,25968,78153,64055,49089,18946,32014,21178,15103,22821,
营业外收入(万元),24,4638,756,529,183,1408,1119,748,427,1409,823,496,396,7275,6597,4390,4573,653,360,347,895,
营业外支出(万元),205,2871,820,529,109,1199,761,669,286,2437,748,554,69,7641,6842,4532,4518,654,118,69,482,
非流动资产处置损失(万元),--,--,405,238,39,903,583,551,209,2188,411,389,25,4923,4470,4356,4223,68,60,7,309,
利润总额(万元),13106,60830,53953,37765,21823,76549,60319,39905,18326,82333,68530,55661,26295,77787,63811,48947,19001,32013,21420,15381,23234,
所得税费用(万元),2326,10566,8542,6000,3954,11209,9840,6557,3135,15800,14672,11767,5248,15139,12299,9489,3898,6073,3942,2851,5262,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),10780,50264,45411,31765,17869,65340,50480,33348,15191,66533,53859,43894,21047,62648,51512,39459,15102,25940,17478,12530,17972,
归属于母公司所有者的净利润(万元),11350,50071,45275,31741,17877,65539,50569,33375,15174,66595,53893,43898,21047,62648,51512,39459,15102,25940,17478,12530,17972,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-569,193,137,24,-8,-199,-90,-27,17,-62,-34,-4,--,--,--,--,--,--,--,--,--,
基本每股收益,0.2,0.87,0.79,0.55,0.31,1.14,0.88,0.58,0.26,1.16,0.94,0.76,0.73,2.68,2.38,1.83,0.7,1.2,0.81,0.58,0.83,
稀释每股收益,0.2,0.87,0.79,0.55,0.31,1.14,0.88,0.58,0.26,1.16,0.94,0.76,0.73,2.68,2.38,1.83,0.7,1.2,0.81,0.58,0.83,
