报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2008-12-31,2007-12-31,2006-12-31,
营业总收入(万元),19928,88487,52184,33436,16815,73569,50704,33504,18014,69604,49967,31903,14466,44705,30295,18729,9440,35117,23777,15798,7376,36885,26321,17813,8598,37613,25565,17257,9172,46411,28799,17033,7503,32745,20105,13665,6668,5383,
营业收入(万元),19928,88487,52184,33436,16815,73569,50704,33504,18014,69604,49967,31903,14466,44705,30295,18729,9440,35117,23777,15798,7376,36885,26321,17813,8598,37613,25565,17257,9172,46411,28799,17033,7503,32745,20105,13665,6668,5383,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,
营业总成本(万元),19228,82169,47965,31160,14225,63025,42955,28788,15689,58942,43402,28387,13129,41583,28531,17723,9223,43320,28228,18747,8505,36760,24835,17186,8250,28877,18316,11763,5754,28264,16895,9853,4052,22107,12669,9786,4534,3765,
营业成本(万元),11962,52049,28998,19017,9013,40071,26614,18596,10342,36978,27115,17676,8407,25089,16860,10846,5304,23341,14915,9924,4267,20710,14274,9244,4395,16162,10864,7214,3445,16043,9723,5501,2418,12385,7255,4380,2204,1896,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,0,--,7,--,0,0,0,0,
