报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),35659,198727,113920,68543,23808,206204,139253,98458,37169,144498,92772,52274,18635,149800,114530,79600,36833,427148,341406,257799,97086,394048,233734,129843,46539,255218,188480,114524,170917,115680,112795,
营业收入(万元),35659,198727,113920,68543,23808,206204,139253,98458,37169,144498,92772,52274,18635,149800,114530,79600,36833,427148,341406,257799,97086,394048,233734,129843,46539,255218,188480,114524,170917,115680,112795,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),36459,203634,115663,69683,24795,212786,147084,97734,37196,152805,94404,55140,20324,148244,114104,80316,38897,402048,316679,240139,93189,366710,217787,121250,43235,233245,171275,105674,12443,9520,108680,
营业成本(万元),34166,188956,104253,61124,20924,196199,136258,89174,32870,127054,81199,45145,16179,125745,96022,67191,31126,363175,288785,219754,83480,336008,200300,111495,39238,215592,159128,98719,146287,102192,99941,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),201,574,355,249,119,1034,768,1406,1325,5352,3325,1935,738,4365,4025,2674,1266,14975,11543,8764,3291,13201,7825,4302,1556,8553,6226,3856,5690,3898,3731,
销售费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,--,--,2,1,2,9,2,
管理费用(万元),1665,7437,4547,3211,1726,7102,4270,2924,1316,5615,3996,2429,1177,6325,4526,3196,1762,7506,4636,3100,2035,6667,4212,2433,1291,4812,3175,2041,3907,3342,3287,
财务费用(万元),457,1926,1485,1074,558,3521,3005,1466,797,5358,3905,2922,1571,8823,7316,5111,3221,11421,8508,5591,2633,6342,3878,1981,598,2873,2110,1334,1758,1816,1584,
资产减值损失(万元),-30,4740,5024,4025,1468,4930,2783,2764,888,9425,1980,2709,660,2985,2215,2144,1522,4971,3207,2930,1750,4493,1573,1039,551,1415,635,-277,1087,454,135,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),2090,9607,4931,3322,1778,12504,9901,997,1141,9873,4403,3550,2600,10566,8412,5304,3737,16911,10443,5737,2796,7165,5015,2540,685,2852,2432,1339,3299,4575,2717,
对联营企业和合营企业的投资收益(万元),-59,14,-2,-93,305,-78,17,-5,-4,3,8,11,5,1,5,-1,-1,-5,-9,-15,-16,13,100,12,1,177,171,-18,33,14,-2,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),1290,4730,3187,2183,791,5922,2071,1722,1114,1566,2771,684,911,12122,8837,4588,1673,42011,35170,23397,6693,34502,20962,11134,3989,24825,19636,10189,15486,8543,6832,
营业外收入(万元),2,245,276,276,243,264,170,46,2,695,683,683,6,68,11,7,6,561,278,260,269,383,334,256,12,941,166,51,149,148,107,
营业外支出(万元),114,612,632,76,29,913,100,58,30,24,5,5,5,147,134,129,74,242,44,43,32,65,51,14,6,116,102,23,145,246,290,
非流动资产处置损失(万元),--,--,20,16,16,32,26,5,--,16,3,3,3,49,36,31,31,11,5,5,2,13,9,9,3,2,1,1,46,69,14,
利润总额(万元),1178,4362,2832,2383,1005,5273,2140,1709,1086,2238,3449,1362,912,12043,8714,4466,1604,42330,35404,23614,6930,34820,21245,11375,3995,25650,19700,10217,15490,8445,6650,
所得税费用(万元),540,2127,1132,925,275,881,500,279,185,363,757,249,171,-1747,-2320,1168,428,10835,9133,6240,1826,8785,5563,2921,1019,6486,4933,2662,3689,1377,1021,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),639,2235,1700,1458,730,4392,1640,1430,901,1874,2692,1114,741,13790,11034,3298,1177,31494,26270,17374,5103,26036,15682,8454,2976,19164,14767,7555,11801,7068,5629,
归属于母公司所有者的净利润(万元),648,2243,1700,1458,730,4392,1640,1430,901,1874,2692,1114,741,13790,11034,3298,1177,31494,26270,17374,5103,26036,15682,8454,2984,19163,14785,7570,11852,7084,5598,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,46,46,46,37,-30,-9,
少数股东损益(万元),-9,-7,-0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,-7,1,-19,-15,-51,-16,31,
基本每股收益,0.01,0.03,0.02,0.02,0.01,0.06,0.02,0.02,0.01,0.03,0.04,0.02,0.01,0.19,0.15,0.04,0.02,0.48,0.42,0.52,0.15,0.78,0.47,0.25,0.09,1.45,1.18,0.61,0.95,0.57,0.45,
稀释每股收益,0.01,0.03,0.02,0.02,0.01,0.06,0.02,0.02,0.01,0.03,0.04,0.02,0.01,0.19,0.15,0.04,0.02,0.48,0.42,0.52,0.15,0.78,0.47,0.25,0.09,1.45,1.18,0.61,0.95,0.57,0.45,
