报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2005-12-31,
营业总收入(万元),3876,26655,15401,9762,4339,31595,20451,14247,6049,26124,13178,8257,4315,22096,11142,6751,3116,25657,15434,7817,2878,20345,13455,6069,1328,17283,8298,4725,960,14440,4686,3354,632,12668,5368,2767,1301,11707,6105,4283,2721,11523,6225,5249,1348,10780,8915,
营业收入(万元),3876,26655,15401,9762,4339,31595,20451,14247,6049,26124,13178,8257,4315,22096,11142,6751,3116,25657,15434,7817,2878,20345,13455,6069,1328,17283,8298,4725,960,14440,4686,3354,632,12668,5368,2767,1301,11707,6105,4283,2721,11523,6225,5249,1348,10780,8915,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,--,--,--,0,--,0,--,0,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,--,--,--,0,--,0,--,0,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,--,--,--,0,--,0,--,0,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,--,--,--,0,--,0,--,0,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,--,--,--,0,--,0,--,0,--,--,
营业总成本(万元),3649,23141,13962,8831,4113,28313,18179,12887,5571,22579,11192,6755,3893,21351,9896,5849,2575,21255,13337,6834,2575,16027,11581,4936,1249,13546,6769,4070,959,11312,4035,2938,815,10237,4649,2474,1412,9543,5793,3841,2155,9304,5849,4619,1504,9389,7758,
营业成本(万元),2475,17594,10530,6458,2918,22296,14409,10422,4362,17024,8048,4711,2928,16250,7150,4053,1865,17268,10956,5363,1822,13181,9771,3866,817,11003,5173,2970,618,9367,2970,2090,428,8033,3489,1646,991,7204,4149,2753,1694,7090,4164,3388,995,7614,6000,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,--,--,--,0,--,0,--,0,--,--,
