报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2005-12-31,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,0,0,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,0,0,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,0,0,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,0,0,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,0,0,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,0,0,0,0,0,0,
营业税金及附加(万元),33160,135234,91857,56884,28545,90796,58562,38960,20373,80966,61326,41523,20070,83842,61945,37719,16127,71920,41602,25786,9533,54110,35986,23246,9537,38205,28423,17001,6901,35296,26457,16267,6536,25158,17134,10759,4741,23910,17555,10588,17586,11023,6520,9902,3256,
销售费用(万元),22849,74894,57569,38906,21152,66748,50174,33212,18869,69186,54997,39152,19379,90551,61972,30985,9688,52567,39195,26323,8729,59686,45800,29380,9062,43326,31993,17727,6934,46877,32445,14354,5365,37697,25179,15814,5703,31695,22724,13101,25500,18045,11028,14307,6606,
管理费用(万元),66451,299407,220813,148615,84459,282247,204004,134188,70015,262074,177114,117192,61732,217512,164641,110660,52106,216582,158845,101919,52340,187425,130730,88730,40963,160934,107736,68918,33385,136204,83416,54112,24363,89929,57802,38792,17138,100055,65581,42144,77657,49012,28920,53484,24634,
财务费用(万元),62113,201295,193721,121760,45061,58153,71246,43993,27771,94567,70336,43456,17408,76795,52074,24933,12735,73306,78559,58466,29255,80397,47107,32782,15438,49640,27576,13917,6904,19078,15325,7501,2845,4453,3909,1526,1236,9813,6847,6946,25208,18944,12203,10146,654,
资产减值损失(万元),570,222091,25356,23794,19794,56084,5976,564,-334,47069,10632,8216,4969,36295,11421,4773,4456,79214,15440,33210,-2,27072,-0,0,-0,20288,18779,18775,--,17569,15449,13551,-22,36415,-1194,--,-261,32639,7,7,5,991,1000,924,1817,
公允价值变动收益(万元),11594,75020,54044,57049,79750,75664,56255,-71995,-29648,-12551,11654,33769,20436,-14121,8779,-30392,10695,1874,819,958,2539,1299,-20832,-6418,648,-5713,-20468,15831,914,10733,264,-2679,1497,1391,1629,-612,928,-3676,-4309,-3590,15966,15865,6859,-11331,-1029,
投资收益(万元),-5474,15567,-23841,8281,-6081,-197334,-159427,-45592,-42822,131277,63206,25346,6423,77257,37073,41261,19636,1377,6883,8644,4518,63988,36297,24796,3877,56178,45875,40824,9867,20763,11837,7382,2254,-14123,-5375,2691,6683,15133,11465,9137,16325,-6421,300,10356,2881,
对联营企业和合营企业的投资收益(万元),-5053,-2926,3009,1657,687,9242,18966,16679,5517,-4424,-27351,-16203,-10943,2143,6333,11217,4633,11716,8826,6276,1234,24251,16652,12161,4123,20525,13880,12003,6714,13737,7190,5717,1752,9570,2936,1204,2451,3987,3766,2636,0,5810,5109,0,3117,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,0,0,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,0,-23223,0,0,-34746,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,0,0,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,0,0,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,0,0,0,0,0,0,
营业利润(万元),176286,502664,368934,231523,135503,231192,168431,61080,11056,194449,233872,191300,59478,346016,329809,190211,84764,402166,337627,211691,130552,860583,602696,390454,176534,960810,741114,494500,214495,796691,574611,386141,177662,498728,390863,257010,118590,479065,419715,285479,463864,323830,220868,301204,116309,
营业外收入(万元),57,5761,10042,8815,8170,26236,15320,10383,3289,41902,14961,10215,3870,23674,11405,7205,2759,22349,15250,7229,4367,22090,8001,4813,2065,13457,6858,4824,1925,9997,4423,2452,604,21528,16233,9761,1332,5677,2260,1756,3883,915,814,2853,129,
营业外支出(万元),7408,51630,30394,25221,19540,44823,17719,9784,3276,27734,14232,10847,2728,37276,18215,12435,5186,41044,18668,10483,6735,27067,21684,10867,8215,46637,16798,9148,3602,73531,34688,11277,4496,18366,10716,7229,3770,31436,14135,8682,24895,16895,12047,17655,3620,
非流动资产处置损失(万元),--,--,16535,16354,14160,29651,5330,1672,49,4634,2708,1559,800,15104,6964,3571,1288,12694,2527,1050,247,4273,2571,1005,945,4184,1763,1327,552,-7883,882,421,131,1919,594,319,266,994,575,-573,548,455,434,661,411,
利润总额(万元),168935,456796,348582,215117,124133,212605,166032,61679,11069,208617,234600,190669,60620,332414,322998,184982,82337,383470,334210,208437,128184,855606,589013,384400,170384,927630,731174,490175,212818,733157,544346,377316,173769,501891,396381,259542,116152,453306,407840,278553,442852,307850,209636,286403,112818,
所得税费用(万元),30425,132041,81419,38845,13772,43878,20830,4012,2897,74348,66722,49667,20082,68870,85125,48647,23978,97343,87656,55148,36124,240281,151220,100398,46404,236578,181423,119386,51717,157582,97597,66833,28696,96825,71868,47417,19241,63903,81014,56965,91245,59020,45360,51082,26383,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,0,0,0,0,0,0,
净利润(万元),138510,324755,267163,176272,110361,168727,145202,57667,8172,134269,167878,141001,40538,263544,237874,136335,58359,286127,246553,153289,92060,615325,437793,284001,123979,691053,549751,370789,161101,575575,446749,310483,145074,405065,324513,212124,96911,389402,326826,221588,351607,248830,164276,235321,86435,
归属于母公司所有者的净利润(万元),108536,350772,221418,150540,100563,183980,142450,53835,6376,165567,169204,134116,41498,234506,196902,110940,52062,212535,178938,109805,71951,521121,361819,238471,106989,571257,452350,314935,139443,482792,384723,270681,127751,354145,289065,193269,91240,306620,257472,174240,254832,181057,120145,169920,69792,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,0,0,--,0,0,--,
少数股东损益(万元),29974,-26017,45744,25732,9797,-15253,2752,3832,1796,-31298,-1326,6886,-960,29038,40972,25395,6297,73592,67616,43484,20109,94204,75974,45530,16990,119796,97401,55855,21657,92783,62026,39802,17323,50921,35448,18855,5671,82782,69354,47348,96775,67773,44131,65400,16643,
基本每股收益,0.05,0.16,0.1,0.07,0.05,0.09,0.07,0.03,0,0.08,0.08,0.06,0.02,0.11,0.09,0.05,0.02,0.1,0.08,0.05,0.03,0.24,0.17,0.11,0.05,0.26,0.21,0.14,0.1,0.33,0.27,0.19,0.09,0.24,0.2,0.13,0.06,0.22,0.19,0.13,0.19,0.14,0.09,0.16,0.13,
稀释每股收益,0.05,0.16,0.1,0.07,0.05,0.09,0.07,0.03,0,0.08,0.08,0.06,0.02,0.11,0.09,0.05,0.02,0.1,0.08,0.05,0.03,0.24,0.17,0.11,0.05,0.26,0.21,0.14,0.1,0.33,0.27,0.19,0.09,0.24,0.2,0.13,0.06,0.22,0.19,0.13,0.19,0.14,0.09,0.16,0.13,
