报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
营业总收入(万元),22798,93277,64512,42844,17869,54940,42846,29191,12168,55589,41722,30108,13612,65842,47741,27890,13328,52272,40603,23970,12059,47070,33478,21464,10263,41701,31768,20939,7324,31973,23139,15679,9234,31030,22467,44749,31499,
营业收入(万元),22798,93277,64512,42844,17869,54940,42846,29191,12168,55589,41722,30108,13612,65842,47741,27890,13328,52272,40603,23970,12059,47070,33478,21464,10263,41701,31768,20939,7324,31973,23139,15679,9234,31030,22467,44749,31499,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),17794,78510,52007,35846,15718,50162,38818,26415,11486,55589,41011,29571,13312,63766,45188,26196,13452,50838,38457,22208,10968,39028,26973,17056,8474,34621,25982,17344,6258,27462,19346,13016,7420,23770,17427,32774,24400,
营业成本(万元),13532,59247,41234,29289,12785,40845,32056,21781,8969,45731,34066,24909,11188,55679,39831,22827,11585,43777,33296,18648,9284,34264,23891,15153,7341,31444,23624,15640,5604,23939,17192,11634,6558,20758,15139,28442,20997,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),141,926,610,416,170,723,368,256,79,473,324,288,105,265,184,84,71,375,332,180,74,157,123,75,20,99,99,99,48,225,176,125,53,206,162,579,303,
销售费用(万元),1425,5483,3961,2461,1076,4473,3152,2119,1018,4633,3186,1787,782,3034,2103,1238,638,2608,2083,1495,639,2392,1737,1026,592,1806,1331,756,338,1804,1202,799,393,1387,1034,1758,1746,
管理费用(万元),2008,10044,5032,3008,1441,4773,3460,2424,1343,4624,3435,2398,1346,4031,2811,1955,1151,3803,2804,1955,1132,2577,1717,1084,611,1501,1231,886,411,2046,1122,752,398,1313,1032,1569,923,
财务费用(万元),687,1281,943,403,64,-807,-263,-177,53,-736,-545,-199,-123,-111,-145,-141,-47,211,81,68,-102,-439,-526,-317,-63,-437,-394,-197,-160,-574,-355,-304,-20,-13,11,536,348,
资产减值损失(万元),--,1530,226,269,182,156,44,12,23,863,545,388,14,869,403,234,54,64,-139,-136,-58,77,31,35,-26,208,90,159,17,22,10,10,39,119,49,-110,83,
公允价值变动收益(万元),-31,-50,36,-53,11,52,20,34,27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),355,1897,1362,847,407,1465,1048,691,277,1339,1056,720,356,1198,891,568,273,809,473,293,117,940,749,536,276,718,456,263,79,171,87,10,--,--,--,--,10,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
