报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),533700,369471,218874,769121,561453,400428,238911,716071,416062,273950,147191,592199,16225,13028,9760,26084,17860,14696,10844,26520,16896,13290,9377,24080,15667,12046,8676,22101,14704,11714,8775,20608,13403,10931,7815,18608,11940,9112,6519,17004,11061,8557,5828,15403,10028,7255,4590,61384,53712,28474,1599,
营业收入(万元),533700,369471,218874,769121,561453,400428,238911,716071,416062,273950,147191,592199,16225,13028,9760,26084,17860,14696,10844,26520,16896,13290,9377,24080,15667,12046,8676,22101,14704,11714,8775,20608,13403,10931,7815,18608,11940,9112,6519,17004,11061,8557,5828,15403,10028,7255,4590,61384,53712,28474,1599,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
营业总成本(万元),531064,364559,206808,714677,511521,355019,199460,700799,449113,292768,140252,641361,16068,12066,8011,24514,17078,13465,9112,24202,15992,12407,7992,22151,14611,10954,7522,20274,13749,10082,6600,18219,11642,8877,5546,15509,9480,6617,4210,14117,9170,6378,4041,13153,8350,5761,3232,64736,55408,29716,2935,
营业成本(万元),449069,310220,181705,584335,425536,297559,171936,578001,368413,239560,115912,480607,14697,11076,7421,21787,15456,12264,8422,21250,14410,11327,7508,19475,13168,10037,7025,16554,11436,8764,6147,15173,9785,7713,5137,13186,8422,5936,3846,12371,8096,5643,3645,11154,7085,4883,2918,59794,50948,26924,2045,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
营业税金及附加(万元),11472,7815,3932,17314,13106,9163,4955,13811,6497,3989,2080,10455,100,73,44,114,37,36,42,295,171,76,39,310,94,77,60,173,84,81,54,228,132,110,80,219,122,78,55,136,73,62,28,78,47,21,23,2013,1551,852,49,
销售费用(万元),10204,7074,3866,16247,10825,6956,3583,12429,7737,5043,2039,19618,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,--,2,2,--,0,27,20,19,4,
管理费用(万元),34565,22304,9557,50802,32436,21402,8822,48705,32070,20722,9437,62389,1363,957,531,2591,1600,1137,634,2511,1384,991,442,2277,1270,785,406,3396,2109,1160,358,2630,1583,961,280,1872,753,479,245,1191,665,436,241,1300,717,454,184,2824,2020,1346,427,
财务费用(万元),25423,16449,7749,40102,30238,20559,10163,43148,32903,21960,10783,55237,-92,-41,15,58,44,28,14,35,28,13,3,87,79,55,31,154,121,78,40,181,141,93,49,230,182,123,63,399,332,233,123,616,497,401,104,205,167,117,61,
资产减值损失(万元),331,696,--,5877,-620,-620,--,4704,1494,1494,--,13055,--,--,--,-37,-60,--,--,111,--,--,--,2,--,--,--,-2,--,--,--,6,--,--,--,2,--,--,--,19,4,4,4,3,2,2,2,-127,701,457,348,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,--,0,
投资收益(万元),358,358,--,2226,2461,1272,--,3514,878,878,--,1503,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,676,152,389,117,
