报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
营业总收入(万元),65675,332359,247615,170675,79321,269926,186203,130704,66095,287683,225812,158102,81844,373007,275353,170060,78856,316775,232825,166133,72835,270612,210559,145669,54322,116558,85410,56659,26790,90956,63357,41813,70330,52788,74390,58246,
营业收入(万元),65675,332359,247615,170675,79321,269926,186203,130704,66095,287683,225812,158102,81844,373007,275353,170060,78856,316775,232825,166133,72835,270612,210559,145669,54322,116558,85410,56659,26790,90956,63357,41813,70330,52788,74390,58246,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
营业总成本(万元),59400,286534,216385,146118,68921,238289,162204,114444,60476,262198,206163,145541,78227,349574,258923,157752,73783,299999,218664,153643,66105,241443,188121,130392,47529,95846,70193,47518,23018,77774,54497,36540,62976,46014,70184,53554,
营业成本(万元),53585,263580,199243,134473,63518,214651,145580,102813,54260,241840,194350,137725,74138,331904,247291,149939,70190,280306,205630,145342,62727,230499,180612,125049,44981,91408,67556,45930,22315,74284,51698,34597,58607,42742,64785,49111,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
营业税金及附加(万元),431,1639,1011,719,200,772,520,377,162,750,448,268,121,680,460,321,137,564,350,162,84,317,296,120,62,134,78,64,37,272,148,103,255,154,336,323,
销售费用(万元),143,611,353,251,148,697,365,252,148,893,674,504,266,601,364,206,114,366,176,125,76,313,238,171,83,72,48,24,14,33,26,15,39,33,38,37,
管理费用(万元),4017,14945,11401,7581,3709,15104,9971,6894,3587,12117,7986,5098,2589,10599,7389,4847,2194,11399,8021,5831,2445,9530,6753,4685,2571,6951,4465,2450,984,2040,1397,939,1977,1288,1606,1321,
财务费用(万元),1224,6376,4387,3009,1347,5974,4387,2884,1515,5239,2669,1892,1058,3941,3194,2223,1136,4615,3184,2104,799,692,187,345,-193,-2742,-1962,-958,-332,1139,1222,879,2101,1797,3318,2741,
资产减值损失(万元),-0,-616,-11,85,-1,1092,1382,1225,804,1359,36,54,55,1850,224,217,12,2749,1303,79,-26,93,36,22,26,23,9,9,--,6,7,7,-3,0,102,22,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,--,0,0,
投资收益(万元),106,418,270,234,111,331,--,-17,290,227,1162,893,517,1146,1662,1161,666,2119,1436,690,--,--,--,0,--,--,--,--,--,--,--,0,0,--,0,0,
对联营企业和合营企业的投资收益(万元),--,160,--,--,--,-117,--,--,--,-353,--,--,--,1146,--,--,--,2119,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
营业利润(万元),6382,48542,31501,24791,10511,31968,23999,16242,5909,25712,20811,13453,4134,24579,18092,13469,5738,18895,15598,13180,6730,29169,22439,15277,6793,20712,15217,9142,3772,13182,8860,5273,7354,6774,4206,4692,
营业外收入(万元),434,567,3442,2760,1008,6319,3861,2011,780,3944,1649,1325,494,2713,1978,957,276,2892,2802,1708,713,2695,1675,975,111,2093,1229,836,72,2682,2267,1460,1818,1546,1685,1492,
营业外支出(万元),40,143,84,25,11,871,282,154,66,625,244,146,77,504,399,270,182,504,245,156,39,726,256,239,43,425,340,170,40,312,95,62,77,55,75,233,
非流动资产处置损失(万元),--,--,--,9,2,537,2,3,2,296,2,2,--,6,6,6,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
利润总额(万元),6775,48967,34860,27525,11508,37416,27578,18099,6622,29031,22216,14632,4551,26789,19670,14156,5832,21283,18155,14731,7404,31137,23858,16013,6860,22381,16106,9808,3805,15552,11032,6672,9095,8265,5816,5951,
所得税费用(万元),1427,8024,5662,4249,1671,6598,4877,3262,1331,5723,3923,2534,918,4916,3638,2372,1016,3201,3307,2770,1424,5757,4396,2933,1215,3354,2402,1458,571,1722,1008,354,-84,-232,-967,857,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
净利润(万元),5348,40942,29197,23277,9837,30818,22701,14837,5291,23308,18294,12098,3633,21872,16033,11784,4817,18082,14847,11962,5980,25380,19462,13080,5645,19026,13704,8350,3234,13830,10024,6318,9179,8497,6783,5094,
归属于母公司所有者的净利润(万元),4680,34444,24836,19852,8098,24493,18089,12295,4409,18139,14875,9916,2983,17276,13623,9891,4120,14298,12558,10529,5370,23377,17950,12178,5332,19026,13704,8350,3234,13830,10024,6318,9179,8497,6783,5094,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
少数股东损益(万元),669,6498,4361,3425,1739,6325,4612,2542,882,5169,3418,2182,650,4596,2410,1894,697,3784,2290,1433,610,2003,1512,902,314,--,--,--,--,--,--,0,0,--,0,0,
基本每股收益,0.06,0.43,0.31,0.25,0.1,0.31,0.23,0.15,0.06,0.24,0.2,0.14,0.04,0.24,0.19,0.13,0.06,0.19,0.17,0.14,0.07,0.55,0.42,0.28,0.12,0.44,0.32,0.2,0.15,0.8,0.63,0.39,0.57,0.53,0.42,0.32,
稀释每股收益,0.06,0.43,0.31,0.25,0.1,0.31,0.23,0.15,0.06,0.24,0.2,0.14,0.04,0.24,0.19,0.13,0.06,0.19,0.17,0.14,0.07,0.55,0.42,0.28,0.12,0.44,0.32,0.2,0.15,0.8,0.63,0.39,0.57,0.53,0.42,0.32,
