报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),29515,21553,9197,34186,24783,16663,7884,33581,26748,19723,10192,40792,30825,19604,8864,38330,25972,19480,10324,31545,20007,13022,5069,27693,15877,9858,3636,25785,19817,15647,9731,27841,17741,12361,4315,17486,11884,7755,4727,18862,14118,9541,3663,25561,15678,10893,4397,25046,17848,13116,8322,
营业收入(万元),29515,21553,9197,34186,24783,16663,7884,33581,26748,19723,10192,40792,30825,19604,8864,38330,25972,19480,10324,31545,20007,13022,5069,27693,15877,9858,3636,25785,19817,15647,9731,27841,17741,12361,4315,17486,11884,7755,4727,18862,14118,9541,3663,25561,15678,10893,4397,25046,17848,13116,8322,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),28470,20323,9264,41256,26219,17625,8261,34133,27328,19929,9846,51470,36564,25277,8874,38505,26854,19500,10572,40086,24107,16940,7535,28954,18844,12047,4934,29458,21682,15893,9533,26933,17166,12172,4566,35480,16522,11123,5551,27052,16503,11368,5143,25685,16590,10806,4859,25851,18844,13442,8197,
营业成本(万元),21808,15844,6816,25754,18561,12566,5541,24851,20362,15116,7810,29336,22180,14081,6413,28139,19123,13911,7681,23172,15172,10506,4256,18984,11935,7471,2915,19337,14729,11566,7427,19095,12212,8935,3063,13251,8377,5350,3159,12662,9670,6633,2481,16352,9712,6302,2868,15827,11475,8464,5614,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
