报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,
营业总收入(万元),276562,916291,702773,488490,248009,739144,463671,270873,141135,712864,569040,393198,196178,867626,675295,455060,206481,1084363,818806,574384,973112,1727999,2690237,1777220,491037,1441793,931563,584273,268041,1045381,752673,516435,246463,949475,686545,453641,204454,839520,681122,399119,185734,510944,351427,232070,115300,393015,252975,159964,
营业收入(万元),276562,916291,702773,488490,248009,739144,463671,270873,141135,712864,569040,393198,196178,867626,675295,455060,206481,1084363,818806,574384,973112,1727999,2690237,1777220,491037,1441793,931563,584273,268041,1045381,752673,516435,246463,949475,686545,453641,204454,839520,681122,399119,185734,510944,351427,232070,115300,393015,252975,159964,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),216138,779195,603338,427150,222345,751349,493111,297467,165053,890622,652094,437906,215373,896965,689315,458633,214280,1106911,814934,558088,978202,1573560,2567311,1666704,444708,1118758,685698,428301,201461,763812,572435,381917,179749,679971,496665,327905,122227,477035,436219,254351,146190,424622,291966,188188,88531,318361,205409,124771,
营业成本(万元),109730,423811,285685,196766,101955,377006,239047,156044,97720,459015,373734,258516,124732,542042,417503,282010,137745,722855,551057,381266,900992,1244252,2333454,1515972,374512,867757,514077,315440,145984,566481,402711,264597,126142,462344,347009,222312,74143,300487,303170,174203,89876,275684,182505,111568,52736,190985,109591,69011,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,
