报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-03-31,2006-12-31,2005-12-31,
营业总收入(万元),320999,139777,544469,338672,210236,85622,332048,214128,146211,63289,250080,167417,103915,40611,177521,110535,64769,26194,125371,75745,41910,17305,78394,52694,30367,13007,55701,34260,22131,8570,43606,24876,15711,5615,30713,18994,11016,4557,25755,15690,8898,3639,20581,1973,17136,8157,
营业收入(万元),320999,139777,544469,338672,210236,85622,332048,214128,146211,63289,250080,167417,103915,40611,177521,110535,64769,26194,125371,75745,41910,17305,78394,52694,30367,13007,55701,34260,22131,8570,43606,24876,15711,5615,30713,18994,11016,4557,25755,15690,8898,3639,20581,1973,17136,8157,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,0,--,0,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,0,--,0,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,0,--,0,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,0,--,0,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,0,--,0,--,--,
营业总成本(万元),324175,138097,506197,326783,203917,81082,308329,207097,137954,59173,224216,156003,97647,37620,149987,97628,57222,23572,104097,66891,37215,14983,66742,46054,26368,11073,45924,28518,18434,7295,35210,20650,13456,5423,25394,15196,9180,4447,19796,12578,7188,3611,16663,2103,13763,7317,
营业成本(万元),160783,72824,264724,170503,107548,43941,164298,111652,76349,33167,127803,86257,52615,17606,78758,53138,29413,10456,58917,37293,18613,6536,36268,25533,12952,4976,23818,12959,8377,3035,18804,9356,6100,1989,13615,7784,4749,2090,13251,8094,4341,2181,11844,1187,10085,3867,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,0,--,0,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,0,--,0,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,0,--,0,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,0,--,0,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,0,--,0,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,0,--,0,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,0,--,0,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,0,--,0,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,0,--,0,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,0,--,0,--,--,
营业税金及附加(万元),2943,841,4257,1956,1076,388,3023,1665,1445,1078,2272,1643,1110,368,2519,1699,1056,436,1876,1249,762,269,1485,1081,684,288,1193,716,449,193,836,487,347,116,460,278,158,70,339,222,133,54,203,15,157,81,
销售费用(万元),73339,32234,111134,69843,41412,16731,64874,41592,24947,11088,37547,24921,15090,6149,24008,15025,8899,3735,15829,9896,6441,3218,13079,8649,5687,2753,8544,5784,3913,1664,6175,4280,2644,1415,5260,3176,1953,948,2524,1781,1075,476,1775,297,1219,1353,
管理费用(万元),82280,32535,117661,81543,49700,20877,72945,50782,31651,14926,56533,41632,27090,13623,45547,30275,19613,9112,28031,18393,10933,5073,16137,10612,6840,3194,11698,8875,5431,2413,9374,6615,4313,1876,6400,4427,2716,1368,3641,2615,1658,847,2702,568,1697,1608,
财务费用(万元),-446,-340,-2584,-2305,-1052,-855,-3373,-3350,-1194,-1086,-3778,-1394,-1200,-127,-4181,-3942,-3135,-192,-1997,-961,-485,-113,-1271,-978,-945,-139,-294,-75,-11,-10,-244,-215,-66,27,-573,-543,-538,-32,-103,-120,-5,53,290,35,383,149,
资产减值损失(万元),5276,3,11005,5245,5233,--,6561,4756,4756,--,3839,2944,2942,--,3335,1434,1376,25,1441,1021,951,0,1044,1157,1151,--,965,259,275,--,265,127,118,--,231,74,140,3,144,-14,-14,0,-150,0,221,259,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,0,0,0,0,0,
投资收益(万元),4648,366,4872,454,-265,26,14656,13447,12403,820,3911,1900,1201,675,1272,195,61,1,300,108,84,7,249,-179,-102,--,-135,-273,-175,--,77,27,5,--,16,2,-5,--,1,1,1,0,4,0,-153,-37,
对联营企业和合营企业的投资收益(万元),-638,--,2016,-337,-337,--,1224,-124,-124,--,1055,-207,-207,--,291,8,8,--,269,78,78,--,-193,--,--,--,-194,--,--,--,--,0,0,--,16,--,0,--,0,--,0,0,0,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,0,--,0,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,0,--,0,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,0,--,0,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,0,--,0,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,0,--,0,--,--,
营业利润(万元),11968,8059,53952,22469,13383,4567,38375,20478,20661,4936,29775,13314,7469,3666,28806,13102,7608,2623,21574,8962,4779,2328,11901,6461,3897,1934,9642,5469,3522,1275,8473,4254,2259,192,5335,3801,1831,110,5960,3113,1711,28,3922,-130,3220,803,
营业外收入(万元),5152,4514,4943,299,98,3752,19075,11345,8012,2939,16869,13599,8982,4099,14965,10813,6123,3843,11221,8626,5934,2053,8461,4633,2380,396,5032,2399,1366,455,2879,1994,1138,857,3488,2138,1201,670,1926,1320,783,352,1638,140,513,320,
营业外支出(万元),754,423,1189,901,377,24,1363,553,173,36,190,373,104,32,396,333,303,294,736,527,521,16,93,41,16,2,300,97,96,5,153,150,114,12,83,454,51,0,137,91,82,0,25,1,8,16,
非流动资产处置损失(万元),--,--,--,49,39,8,779,72,30,26,15,13,7,3,93,53,46,43,90,--,7,--,14,--,--,--,2,--,--,--,0,0,0,--,3,--,0,--,5,--,0,0,11,0,6,5,
利润总额(万元),16366,12150,57705,21867,13104,8295,56086,31270,28500,7839,46454,26539,16347,7733,43375,23582,13429,6172,32058,17061,10192,4365,20269,11054,6261,2328,14374,7771,4792,1724,11198,6098,3284,1036,8740,5485,2981,780,7749,4342,2413,379,5536,9,3724,1107,
所得税费用(万元),2860,3168,9787,4630,2994,1825,6408,4277,3680,1707,2796,3760,2231,1674,4526,3527,1643,1266,4215,3183,1935,822,2095,1214,481,403,1115,792,782,286,1087,799,335,138,734,780,323,46,742,472,217,39,180,0,209,114,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,0,--,0,--,--,
净利润(万元),13506,8981,47918,17237,10110,6470,49678,26993,24820,6132,43658,22780,14116,6059,38849,20055,11786,4906,27844,13878,8257,3544,18174,9840,5779,1925,13259,6979,4010,1438,10111,5299,2949,898,8005,4705,2657,733,7007,3870,2196,340,5356,9,3515,993,
归属于母公司所有者的净利润(万元),13060,8199,43468,16862,10728,7398,48443,27848,25610,7067,42529,22365,14309,6659,37943,19808,11679,5090,27899,14027,8250,3432,18240,9967,5842,1986,13263,6969,4012,1452,10114,5293,2968,903,8027,4723,2657,733,6987,3870,2170,324,5350,9,3515,999,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),446,782,4450,375,-618,-928,1235,-855,-790,-935,1129,415,-194,-600,906,247,107,-184,-55,-149,8,112,-67,-126,-62,-61,-4,10,-1,-14,-2,6,-19,-5,-22,-19,0,--,20,--,25,16,6,0,0,-5,
基本每股收益,0.06,0.06,0.33,0.12,0.08,0.06,0.37,0.22,0.2,0.05,0.34,0.18,0.12,0.08,0.47,0.25,0.15,0.11,0.64,0.33,0.2,0.09,0.48,0.26,0.15,0.08,0.53,0.28,0.16,0.06,0.63,0.33,0.18,0.06,0.5,0.29,0.17,0.07,0.71,0.41,0.24,0.04,0.67,0,0.48,0.14,
稀释每股收益,0.06,0.06,0.32,0.12,0.08,0.06,0.37,0.22,0.2,0.05,0.34,0.18,0.12,0.08,0.47,0.25,0.15,0.11,0.64,0.33,0.2,0.09,0.48,0.26,0.15,0.08,0.53,0.28,0.16,0.06,0.63,0.33,0.18,0.06,0.5,0.29,0.17,0.07,0.71,0.41,0.24,0,0.67,0,0.48,0.14,
