报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),60185,549523,401603,268635,158527,416196,218023,131591,51245,342762,213508,140999,77671,262113,145001,97202,41830,160039,103682,49496,21852,238051,155766,112332,36587,222213,168797,111070,45201,111968,71849,41991,19682,68027,38610,27888,4023,56298,42903,28296,13746,66641,48559,30791,13126,63754,46801,30218,13483,
营业收入(万元),60185,549523,401603,268635,158527,416196,218023,131591,51245,342762,213508,140999,77671,262113,145001,97202,41830,160039,103682,49496,21852,238051,155766,112332,36587,222213,168797,111070,45201,111968,71849,41991,19682,68027,38610,27888,4023,56298,42903,28296,13746,66641,48559,30791,13126,63754,46801,30218,13483,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0,0,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0,0,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0,0,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),62917,553878,404927,272542,158135,438472,233402,144767,60038,380714,228524,149445,79086,263136,146716,97159,40514,171056,106422,58242,24719,228674,149420,110447,36422,196361,143896,89336,41717,107599,68254,39699,18697,66506,39329,27912,4817,65954,48112,31807,16261,72325,52725,34110,15346,69320,50892,33176,15665,
营业成本(万元),57005,518201,379684,258338,151871,402280,207932,127898,50970,330919,199941,130957,71754,229836,126138,82652,33707,133066,82170,40720,17602,195307,127348,95747,28525,169566,127252,78837,37167,93137,58995,33906,15991,56665,32928,23153,2997,56354,45752,29849,14929,66699,48430,31261,13925,62342,45791,29733,13962,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0,0,--,
