报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),1464995,5016064,3638407,2374545,1287974,4920283,3558085,2533768,1368566,5252939,3815640,2640823,1462910,4641582,3394570,2351692,1113222,3419533,2518237,1811770,979008,3364054,2548322,1799264,885120,2912805,2114368,1441780,726192,3047379,2430325,1743838,947388,2970436,2288417,1616030,808050,2009171,1486639,932435,392613,1472464,1222882,915198,437368,1427382,1089129,695268,325700,1083908,815447,558649,286799,
营业收入(万元),1463342,5009175,3633112,2370917,1286384,4914619,3554155,2531342,1367467,5249056,3812989,2639028,1462088,4638591,3392481,2350470,1112777,3416941,2516284,1810490,978503,3362024,2547061,1798461,884857,2911675,2113604,1441290,726009,3047083,2430165,1743797,947388,2970436,2288417,1616030,808050,2009171,1486639,932435,392613,1472464,1222882,915198,437368,1427382,1089129,695268,325700,1083908,815447,558649,286799,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,--,
已赚保费(万元),1653,6889,5295,3628,1591,5664,3930,2426,1098,3883,2652,1795,822,2991,2089,1223,445,2592,1953,1279,505,2031,1261,803,263,1130,764,491,183,295,159,41,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,--,
营业总成本(万元),1479419,5278109,3769070,2450467,1318647,4986340,3600499,2538439,1360830,5540858,3993992,2761890,1523340,4805408,3463319,2368486,1097706,3412391,2499324,1777527,950284,3280505,2476670,1746861,861729,2884652,2075737,1409597,715524,2996272,2371631,1687086,909728,2848381,2193709,1559562,778780,1971451,1461161,925293,400720,1471817,1199864,896023,428944,1388663,1050892,666978,311580,1038643,772749,524391,269867,
营业成本(万元),1306820,4575721,3316497,2152543,1157711,4344120,3172182,2271598,1220523,4745609,3441041,2385205,1305060,4121589,2979441,2035163,961104,2952203,2144817,1531344,819075,2817524,2130872,1501174,738617,2480231,1797752,1224697,617802,2643809,2108839,1511476,814392,2512445,1918764,1346560,668921,1717883,1269138,802135,350230,1295892,1066433,798983,379205,1219886,923098,584967,277241,916941,687805,465538,242450,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,--,
