报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),12785,6436,2077,20080,12575,4477,641,20978,21103,6855,16000,14096,11556,
营业收入(万元),12785,6436,2077,20080,12575,4477,641,20978,21103,6855,16000,14096,11556,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),10950,6428,2486,15940,10340,4973,1363,16669,16867,5874,12966,12307,9571,
营业成本(万元),7893,4523,1507,10646,6724,2771,382,11634,12125,3891,8308,7907,6658,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),105,33,17,192,87,0,0,209,190,22,200,183,145,
销售费用(万元),1504,998,535,2541,1707,1198,584,2716,2529,992,2481,2272,1608,
管理费用(万元),1509,977,478,2025,1400,911,465,1977,2012,813,1967,1890,1066,
财务费用(万元),-100,-62,-7,-26,-20,-16,-11,-76,-68,-6,-34,40,18,
资产减值损失(万元),39,-41,-43,562,441,110,-56,209,79,162,45,14,78,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),1835,8,-409,4140,2235,-496,-722,4309,4237,981,3034,1790,1985,
营业外收入(万元),2,2,0,514,367,367,65,191,164,79,213,571,38,
营业外支出(万元),1,1,--,1,1,0,0,12,0,0,2,6,43,
非流动资产处置损失(万元),--,1,--,--,--,0,--,--,--,--,--,--,--,
利润总额(万元),1836,9,-409,4653,2601,-130,-658,4487,4401,1060,3245,2355,1979,
所得税费用(万元),241,-41,6,645,338,-79,9,633,699,142,500,368,336,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),1595,50,-415,4008,2263,-51,-667,3854,3702,918,2745,1986,1644,
归属于母公司所有者的净利润(万元),1595,50,-415,4008,2263,-51,-667,3854,3702,918,2745,1986,1644,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.2,0.01,-0.05,0.67,0.38,-0.01,-0.08,0.64,0.62,0.25,0.46,0.54,0.51,
稀释每股收益,0.2,0.01,-0.05,0.67,0.38,-0.01,-0.08,0.64,0.62,0.25,0.46,0.54,0.51,
