报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),96730,67711,44292,20635,78255,56258,36221,17299,64312,44926,29144,13655,64406,49690,33511,15969,83264,61423,40622,18317,84079,--,41057,18510,81052,86558,69759,47785,
营业收入(万元),96730,67711,44292,20635,78255,56258,36221,17299,64312,44926,29144,13655,64406,49690,33511,15969,83264,61423,40622,18317,84079,--,41057,18510,81052,86558,69759,47785,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),89984,62950,42072,20211,76871,54036,34070,16377,59376,40737,25938,12233,58191,44269,29683,13882,72892,52783,34626,15273,72533,--,34941,15213,70316,76574,63741,42941,
营业成本(万元),79053,55897,37091,17264,65634,46216,28981,14047,51188,35381,22458,10342,51843,40071,26524,12413,63247,46181,30322,13607,63260,--,30326,13364,61185,67958,56272,38067,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),2961,2087,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),862,726,468,248,817,567,410,261,670,314,208,150,445,308,190,151,526,364,307,198,539,--,262,97,520,510,285,233,
销售费用(万元),2844,1777,1045,458,2555,1490,947,460,2021,1282,844,336,1748,1210,773,324,2082,1203,737,263,1923,--,779,221,1519,1631,1089,761,
管理费用(万元),3985,2545,3099,1341,6159,4203,2775,1324,5636,3959,2615,1225,5680,4259,2995,1441,7095,5142,3512,1387,6473,--,3151,1327,6605,6269,5248,3110,
财务费用(万元),-306,-442,124,773,1398,985,511,132,-1481,-605,-445,80,-1735,-1457,-732,-337,-294,-320,-208,-87,-13,--,316,163,286,-17,873,564,
资产减值损失(万元),585,360,245,127,308,574,446,153,1342,406,260,100,210,-122,-68,-110,236,212,-43,-96,350,--,106,41,201,224,-26,206,
公允价值变动收益(万元),-53,-817,-729,-2,2,2,-1,0,-22,-22,-20,-9,11,3,15,9,5,-1,19,-4,4,--,2,1,3,-8,0,16,
