报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2014-09-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),57272,36903,17557,71608,51800,32395,15052,61345,63140,46209,53872,46148,49868,
营业收入(万元),57272,36903,17557,71608,51800,32395,15052,61345,63140,46209,53872,46148,49868,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),49709,32458,15575,60292,43005,27049,13412,55313,57950,43009,47976,42100,43667,
营业成本(万元),39084,25232,12002,47590,34020,21182,10351,42393,43199,31899,38206,34811,36870,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),475,400,92,798,491,195,94,760,728,290,345,258,273,
销售费用(万元),2668,1940,1090,3571,2449,1774,945,3161,3148,2096,2295,1826,1593,
管理费用(万元),6873,4272,2005,7249,5180,3327,1586,6390,7747,6190,5662,3903,3125,
财务费用(万元),628,518,484,469,591,205,415,688,1457,1052,1007,1124,1731,
资产减值损失(万元),-19,96,-97,615,272,367,20,1922,1670,1483,461,177,75,
公允价值变动收益(万元),--,-2,--,-195,64,-211,17,148,-90,35,-288,87,217,
投资收益(万元),95,34,--,114,183,204,-40,432,336,283,406,386,87,
对联营企业和合营企业的投资收益(万元),--,--,--,-40,--,-17,--,-40,-9,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),7658,4477,1983,11235,9043,5339,1618,6612,5436,3518,6014,4520,6505,
营业外收入(万元),128,56,42,141,122,32,32,755,768,709,472,680,148,
营业外支出(万元),76,43,37,52,41,33,10,53,113,110,314,12,14,
非流动资产处置损失(万元),64,31,27,15,0,--,--,3,--,--,303,--,--,
利润总额(万元),7710,4491,1988,11324,9124,5338,1639,7314,6090,4117,6171,5188,6639,
所得税费用(万元),1048,741,333,1794,1320,827,216,967,1190,1450,1372,630,846,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),6662,3749,1655,9531,7804,4511,1423,6346,4901,2667,4799,4557,5793,
归属于母公司所有者的净利润(万元),6507,3655,1618,9376,7693,4460,1395,6261,4957,2724,4780,4663,5682,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),155,94,37,155,111,51,28,85,-56,-57,19,-106,111,
基本每股收益,0.71,0.42,0.22,1.25,1.03,0.59,0.19,0.83,0.66,0.36,0.64,0.62,0.76,
稀释每股收益,0.71,0.42,0.22,1.25,1.03,0.59,0.19,0.83,0.66,0.36,0.64,0.62,0.76,
