报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),13813877,8859163,4265516,15925447,11918961,7757575,3774114,11906583,8427059,4878661,2223661,8974832,6263705,4192009,2187085,8877544,7048749,4700072,2239268,8648772,6655568,4297053,2054849,7985660,6062719,4046969,1868858,7366250,5683198,3799469,1647838,6058825,4543057,2968373,1331342,3297942,2657716,1660564,680093,3040804,2596484,1890249,823608,2946865,2369692,1711565,619782,2321430,1762231,1319094,424309,
营业收入(万元),13813877,8859163,4265516,15925447,11918961,7757575,3774114,11906583,8427059,4878661,2223661,8974832,6263705,4192009,2187085,8877544,7048749,4700072,2239268,8648772,6655568,4297053,2054849,7985660,6062719,4046969,1868858,7366250,5683198,3799469,1647838,6058825,4543057,2968373,1331342,3297942,2657716,1660564,680093,3040804,2596484,1890249,823608,2946865,2369692,1711565,619782,2321430,1762231,1319094,424309,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,0,0,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,0,0,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,0,0,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,--,0,0,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,--,0,0,--,
营业总成本(万元),13114626,8299052,4038815,15215654,11336428,7289577,3582703,11366264,8002623,4540484,2096210,8452608,5837217,3862726,2056776,8227634,6519230,4351484,2119021,8094105,6214234,4012438,1958641,7512927,5689028,3799601,1784717,7002046,5378944,3595187,1579150,5786537,4365994,2854165,1283421,3151599,2531491,1572073,667336,2939237,2483615,1805602,801641,2863422,2299940,1661244,604890,2243413,1704112,1273331,411626,
营业成本(万元),9817468,6292474,3044930,10988962,8355218,5415491,2638062,8212688,5977028,3467573,1587980,6465846,4524812,3027389,1582057,6434518,5245825,3525218,1684455,6458611,4978691,3233275,1554740,5970387,4523665,3051887,1421141,5626308,4294383,2883537,1245478,4642001,3411737,2192574,961870,2426315,1937017,1219021,511013,2337599,2013091,1424330,625949,2386784,1900100,1348510,494417,1948159,1469164,1078712,359081,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,0,0,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,0,0,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,--,0,0,--,
