报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),16630,10387,19160,12559,7817,15026,7162,15942,12409,11741,
营业收入(万元),16630,10387,19160,12559,7817,15026,7162,15942,12409,11741,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),12529,7766,14699,10035,6406,11988,5538,12224,10177,9752,
营业成本(万元),8513,5385,9872,6530,4235,7905,3575,8228,6990,6621,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),125,80,186,101,76,258,129,258,228,466,
销售费用(万元),889,539,1041,720,430,818,330,854,543,512,
管理费用(万元),2289,1370,2917,2146,1327,2456,1266,2583,2213,1903,
财务费用(万元),70,72,103,69,46,72,25,65,72,116,
资产减值损失(万元),643,320,578,469,292,479,214,237,132,134,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,
投资收益(万元),1,1,102,-13,-16,19,18,103,-37,143,
对联营企业和合营企业的投资收益(万元),--,--,46,-18,-17,-4,-3,-35,-37,118,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,
营业利润(万元),4102,2622,4563,2511,1395,3058,1642,3820,2194,2132,
营业外收入(万元),141,31,525,511,191,120,1,26,82,78,
营业外支出(万元),1,0,22,11,11,12,4,18,23,41,
非流动资产处置损失(万元),0,0,2,1,1,0,0,0,0,4,
利润总额(万元),4242,2653,5067,3011,1575,3167,1638,3828,2253,2170,
所得税费用(万元),701,462,875,604,312,546,266,639,455,397,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,
净利润(万元),3541,2191,4192,2407,1264,2621,1372,3190,1799,1772,
归属于母公司所有者的净利润(万元),3435,2097,4051,2458,1326,2413,1269,2927,1456,1518,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),107,94,141,-51,-62,208,103,263,342,255,
基本每股收益,0.75,0.5,1.01,0.61,0.33,0.6,0.32,--,--,--,
稀释每股收益,0.75,0.5,1.01,0.61,0.33,0.6,0.32,--,--,--,
