报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
营业总收入(万元),1369160,4700732,3410147,2108472,884911,2828229,2074465,1256762,578095,2238979,1644531,1026258,522992,2129188,1579475,1001588,499532,1993594,1453621,894942,440332,1744819,1264875,784552,393823,1613392,1148170,690724,332227,1269469,902492,505179,223027,960762,701202,396229,171885,606451,427850,259919,581864,596672,485476,
营业收入(万元),1369160,4700732,3410147,2108472,884911,2828229,2074465,1256762,578095,2238979,1644531,1026258,522992,2129188,1579475,1001588,499532,1993594,1453621,894942,440332,1744819,1264875,784552,393823,1613392,1148170,690724,332227,1269469,902492,505179,223027,960762,701202,396229,171885,606451,427850,259919,581864,596672,485476,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
营业总成本(万元),1125661,4167079,2968581,1808068,720847,2465334,1800935,1075638,477961,1994054,1445218,875538,429189,1915077,1397093,860701,411392,1786161,1285045,775324,367245,1566207,1112917,677307,329417,1479701,1041419,613040,285294,1171077,824039,459802,205608,898688,647666,364148,155846,558746,389568,234652,545852,561899,462534,
营业成本(万元),692120,2751833,1998969,1239350,535648,1984803,1485120,885664,403860,1677615,1233677,740507,359748,1608951,1179626,723155,341779,1517988,1102970,659042,305619,1328996,957135,578587,279923,1263901,895485,525102,245689,1006212,718711,394380,174661,779629,567138,315262,134063,469363,326516,195027,456676,484826,394339,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
营业税金及附加(万元),23240,65936,43481,26225,13138,34086,23857,16394,9052,25044,17190,13063,8295,25774,18604,13115,7652,21800,15855,10807,6346,19883,14394,9833,5634,18989,14123,10356,4801,10568,6908,4126,1749,7011,5089,2976,1371,4956,3792,2383,4827,4577,3857,
销售费用(万元),381160,1160065,819318,486019,158846,352870,236037,136720,48123,180747,130406,83018,41981,182634,135605,87432,45354,158150,114849,72968,40544,142726,99721,63315,34245,116936,81122,49995,23450,90894,60830,37114,17283,68528,44305,26274,11478,47482,34586,21778,47054,38512,33591,
管理费用(万元),28407,160112,100606,57105,23112,108244,69176,39507,15999,106200,64876,38542,18659,96841,62396,36974,17512,90657,52615,32713,16264,82683,49103,30152,13412,79017,49813,29488,13255,66310,40290,25410,12473,46748,30859,19301,8831,35478,23595,14715,35847,31779,28160,
财务费用(万元),-2970,-698,4862,-1213,-9352,-14287,-10592,-2704,696,-4150,-2214,-175,395,-1166,77,-470,-1005,-5410,-1966,-961,-1480,-9966,-7618,-4601,-3801,-2694,-1841,-2022,-1971,-3134,-2700,-1182,-569,-3148,222,271,77,440,1130,787,752,879,2307,
资产减值损失(万元),3656,29831,1343,582,-544,-382,-2663,57,231,8598,1283,582,111,2043,785,496,99,2976,722,754,-48,1885,183,21,4,3553,2719,120,70,227,-0,-45,10,-80,53,65,27,1026,-52,-37,695,1326,280,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,0,--,--,--,-160,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
投资收益(万元),91976,5063,5325,3971,2448,20180,13746,9791,4910,19991,15891,9155,5878,15464,12601,6681,3321,12771,8621,6632,2679,10748,9409,6332,4027,11067,8394,4652,2411,9740,7484,4970,2783,8904,7191,5070,2665,7104,5301,3390,5605,2891,2124,
对联营企业和合营企业的投资收益(万元),1456,4102,4760,3773,2533,10907,8671,6554,2814,10311,8379,5130,2744,10338,7997,5441,2789,11056,7237,5752,2702,9684,8344,5334,3123,10935,7403,4574,--,9399,7268,4808,2866,8986,6739,5070,2405,7068,5162,3357,5423,2898,2157,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
营业利润(万元),335474,542625,448316,305447,166654,385348,287276,190915,105045,264916,215204,159876,99521,229575,194983,147567,91462,220204,177197,126249,75766,189360,161367,113576,68433,144757,115145,82336,49344,108132,85937,50347,20202,70978,60728,37151,18703,54809,43584,28656,41618,37664,25065,
营业外收入(万元),67,2535,1556,1043,385,3925,3596,2263,218,2653,1661,1024,484,2709,1296,295,82,2975,1886,583,195,6877,5111,4277,2510,12112,2558,1969,153,760,356,242,78,729,201,157,73,290,438,375,1772,2848,784,
营业外支出(万元),28,11560,506,334,18,5853,289,214,66,426,139,65,40,1032,127,46,17,464,263,166,27,544,335,61,30,617,115,70,41,242,109,80,51,209,122,85,23,121,92,40,446,304,275,
非流动资产处置损失(万元),--,--,--,--,--,--,19,17,3,53,22,13,9,44,16,14,5,117,64,42,20,31,10,7,2,350,27,18,11,102,25,16,11,55,26,22,19,27,39,8,133,80,75,
利润总额(万元),335513,533600,449366,306156,167021,383420,290584,192964,105197,267143,216727,160834,99965,231252,196152,147816,91527,222716,178820,126666,75934,195693,166143,117792,70913,156251,117588,84235,49456,108650,86184,50509,20229,71498,60807,37223,18752,54978,43929,28991,42944,40209,25575,
所得税费用(万元),76261,140084,110029,75844,40034,89965,67462,44725,24552,63620,51384,37355,24061,59104,46313,34792,21768,55674,43604,31832,18121,47222,38825,27680,16102,38213,26464,19410,12751,25128,18393,9981,4756,16032,13538,7927,4157,11353,9810,6554,9660,13510,8249,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
净利润(万元),259252,393516,339336,230312,126988,293455,223122,148240,80645,203522,165343,123479,75904,172148,149838,113024,69758,167041,135216,94834,57813,148471,127317,90112,54811,118039,91125,64825,36705,83522,67791,40528,15473,55466,47269,29296,14595,43625,34119,22437,33284,26698,17325,
归属于母公司所有者的净利润(万元),230576,309475,270523,191912,115983,253076,190797,130020,71825,180819,146070,110679,69676,150589,131861,101639,64600,147028,119241,85078,53257,129460,112517,80450,49587,100564,77872,56845,33489,68490,55678,33062,11671,40951,36397,22830,10936,31275,24558,16638,22123,21744,14179,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),28676,84041,68814,38401,11005,40379,32325,18220,8820,22703,19273,12801,6228,21558,17977,11385,5159,20013,15975,9756,4556,19012,14801,9662,5224,17475,13253,7979,3216,15032,12113,7466,3802,14515,10872,6465,3659,12350,9561,5799,11161,4954,3146,
基本每股收益,1.18,1.59,1.39,0.98,0.59,1.3,0.98,0.67,0.74,1.85,1.5,1.13,0.71,1.54,1.35,1.04,0.66,1.51,1.22,0.87,0.55,1.41,1.25,0.91,0.56,1.14,0.88,0.65,0.38,0.78,0.63,0.38,0.13,0.47,0.41,0.26,0.12,0.44,0.37,0.25,0.34,0.33,0.21,
稀释每股收益,1.18,1.59,1.39,0.98,0.59,1.3,0.98,0.67,0.74,1.85,1.5,1.13,0.71,1.54,1.35,1.04,0.66,1.51,1.22,0.87,0.55,1.41,1.25,0.91,0.56,1.14,0.88,0.65,0.38,0.78,0.63,0.38,0.13,0.47,0.41,0.26,0.12,0.44,--,0.25,0.34,0,0,
