报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),80215,437603,280682,152541,71016,316190,203894,131452,41114,226142,147953,92982,28736,195461,115619,68965,23928,140878,94603,59478,20469,140397,101521,70475,21805,112178,70922,42390,10548,92979,57086,28491,5894,43474,26991,14253,4616,39455,22846,13561,4168,34548,17070,10429,2851,21749,10726,6360,1926,
营业收入(万元),80215,437603,280682,152541,71016,316190,203894,131452,41114,226142,147953,92982,28736,195461,115619,68965,23928,140878,94603,59478,20469,140397,101521,70475,21805,112178,70922,42390,10548,92979,57086,28491,5894,43474,26991,14253,4616,39455,22846,13561,4168,34548,17070,10429,2851,21749,10726,6360,1926,
利息收入(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,--,--,0,0,--,--,0,0,--,--,0,0,
已赚保费(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,--,--,0,0,--,--,0,0,--,--,0,0,
手续费及佣金收入(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,--,--,0,0,--,--,0,0,--,--,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,--,--,0,--,--,--,--,0,--,--,--,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,--,--,0,--,--,--,--,0,--,--,--,0,
营业总成本(万元),81475,442232,281501,153352,69574,319635,206605,130194,42938,219098,137893,87601,28667,185636,108207,64019,23404,133650,87731,53968,19979,134757,93443,64808,21294,106725,61698,37285,10121,77972,45644,22607,5740,35309,21077,11880,4685,34351,19744,12497,3999,27326,15161,9773,2963,18089,9516,5984,2250,
营业成本(万元),52968,306785,190938,94847,44547,215454,136962,87405,25208,153132,97540,62710,18373,134885,79039,47185,16703,100112,67663,41468,14325,101923,72750,49879,15292,78266,45512,27239,5804,56843,32469,14988,3041,24088,14529,7825,2580,23361,13228,8187,2492,20839,10680,6751,1998,13083,6276,3832,1079,
利息支出(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,--,--,0,0,--,--,0,0,--,--,0,0,
