报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),97135,42413,21489,87091,62474,40812,20888,83790,55977,36244,17126,70899,50101,33172,15929,47686,30164,19365,9248,36131,26261,16597,7044,30034,21001,12980,4957,24674,19459,13324,6705,26847,20594,14162,7778,30775,22536,14563,6892,28811,21829,12395,5963,39219,31605,19979,7925,40887,32072,19595,8204,
营业收入(万元),97135,42413,21489,87091,62474,40812,20888,83790,55977,36244,17126,70899,50101,33172,15929,47686,30164,19365,9248,36131,26261,16597,7044,30034,21001,12980,4957,24674,19459,13324,6705,26847,20594,14162,7778,30775,22536,14563,6892,28811,21829,12395,5963,39219,31605,19979,7925,40887,32072,19595,8204,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,
营业总成本(万元),87559,38619,19436,83535,58532,39037,19294,73427,48112,30674,14556,61047,42985,27237,13847,40824,26153,16802,8412,35597,26337,17451,8146,27668,17828,10452,3719,19089,14883,10190,5186,22280,16851,12136,7032,28710,19016,14235,7043,25765,20480,11422,5591,36314,29034,19456,8144,40412,31912,20076,8548,
营业成本(万元),29513,12353,6628,26270,18979,12926,7054,29493,19037,12422,6245,24535,16117,9874,5258,12614,8425,5725,2962,10779,7351,4590,2086,7834,5196,3064,1115,5095,4098,2740,1304,6956,5858,4522,3207,11613,8529,5470,2554,11920,9524,4705,2256,21893,17886,11273,4179,27130,21220,12758,4835,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,
研发费用(万元),6189,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,
