报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),184664,117935,199789,139863,264423,175810,87038,
营业收入(万元),184664,117935,199789,139863,264423,175810,87038,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),179566,114033,193422,136122,250203,167614,86743,
营业成本(万元),156126,97206,167164,119857,227821,149834,75175,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),255,167,235,14,132,20,6,
销售费用(万元),3146,1999,3335,2280,2831,1986,1488,
管理费用(万元),19217,14730,23087,15362,19495,12641,9668,
财务费用(万元),1207,754,-1497,-652,-175,98,523,
资产减值损失(万元),-383,-822,1097,-740,100,3035,-116,
公允价值变动收益(万元),--,--,--,--,--,--,--,
投资收益(万元),--,--,11,--,2,5,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),5097,3902,6378,3741,14221,8201,294,
营业外收入(万元),468,309,290,275,125,206,143,
营业外支出(万元),55,14,36,31,84,17,3,
非流动资产处置损失(万元),--,13,31,--,83,6,3,
利润总额(万元),5510,4196,6632,3985,14262,8390,435,
所得税费用(万元),--,--,--,50,1979,1029,46,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),5510,4196,6632,3935,12283,7361,389,
归属于母公司所有者的净利润(万元),5510,4196,6632,3935,12283,7361,389,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,
基本每股收益,0.75,0.57,0.9,0.54,1.79,0.98,0.05,
稀释每股收益,0.75,0.57,0.9,0.54,1.79,0.98,0.05,
