报告日期,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,
营业总收入(万元),18315,29781,12765,15984,6722,7076,3574,
营业收入(万元),18315,29781,12765,15984,6722,7076,3574,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),14632,23795,9978,12863,5347,6579,3575,
营业成本(万元),12855,20263,8568,10677,4531,5628,3189,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),3,6,1,5,5,19,58,
销售费用(万元),541,1278,440,791,325,182,14,
管理费用(万元),1080,2177,911,1242,441,713,299,
财务费用(万元),-7,-31,-9,78,35,1,0,
资产减值损失(万元),159,102,68,69,10,36,15,
公允价值变动收益(万元),--,--,--,--,--,--,--,
投资收益(万元),--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),3683,5986,2787,3121,1375,497,-0,
营业外收入(万元),173,477,77,21,--,17,--,
营业外支出(万元),0,2,2,--,--,1,0,
非流动资产处置损失(万元),--,0,--,--,--,--,--,
利润总额(万元),3856,6461,2863,3142,1375,513,-0,
所得税费用(万元),586,904,454,462,350,114,5,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),3270,5557,2409,2680,1025,400,-5,
归属于母公司所有者的净利润(万元),3270,5557,2409,2680,1025,400,-5,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,
基本每股收益,0.67,1.17,0.52,0.67,1.02,0.12,-0.05,
稀释每股收益,0.67,1.17,0.52,0.67,1.02,0.12,-0.05,
