报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),267529,767379,565785,377723,211413,637539,442555,254436,119161,236401,147523,65332,5749,31758,24734,16571,9368,37308,23510,15249,7751,44041,33887,21513,11078,48282,38039,25712,10958,72037,51880,34306,11182,78405,50403,35489,19562,77807,52406,35763,14012,77199,59673,36199,17759,88034,56349,35436,14572,81752,50362,31629,19573,
营业收入(万元),267220,765957,564781,377160,211174,637379,442555,254436,119161,236401,147523,65332,5749,31758,24734,16571,9368,37308,23510,15249,7751,44041,33887,21513,11078,48282,38039,25712,10958,72037,51880,34306,11182,78405,50403,35489,19562,77807,52406,35763,14012,77199,59673,36199,17759,88034,56349,35436,14572,81752,50362,31629,19573,
利息收入(万元),309,1422,1004,563,238,160,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,0,--,0,--,--,0,0,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,0,--,0,--,--,0,0,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,0,--,0,--,--,0,0,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,0,--,0,--,--,0,0,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,0,--,0,--,--,0,0,--,--,--,
营业总成本(万元),249808,695858,506314,332231,192205,590153,413285,235009,107186,207704,134603,60444,6572,36520,26872,19076,9922,45649,27152,17549,9028,46303,34807,22334,12012,64018,43009,27930,12705,81406,54633,36587,13331,75876,52709,36933,20802,88370,57877,38594,15931,80349,58413,35361,17568,83971,55283,34506,14301,77755,49302,30989,19428,
营业成本(万元),231728,622387,467824,306367,178199,545878,386043,219463,102051,185557,118629,51856,3198,20786,16042,11315,6418,24802,15208,9554,5055,30900,23616,15544,8508,36620,27817,18952,8282,56205,41011,27285,9496,58740,40901,29301,16938,66177,44656,30133,11715,61327,47460,28136,13928,69987,46165,28790,11878,63258,39858,24656,15875,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,0,--,0,--,--,0,0,--,--,--,
手续费及佣金支出(万元),11,101,59,11,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,0,--,0,--,--,0,0,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,0,--,0,--,--,0,0,--,--,--,
