报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),87234,62958,29498,91016,102298,79755,19919,103022,91890,53390,13054,67927,48751,31319,13912,35072,28359,18413,6308,45095,33092,19087,8056,36153,21803,10366,2153,15966,14395,11097,20653,17177,12639,
营业收入(万元),87234,62958,29498,91016,102298,79755,19919,103022,91890,53390,13054,67927,48751,31319,13912,35072,28359,18413,6308,45095,33092,19087,8056,36153,21803,10366,2153,15966,14395,11097,20653,17177,12639,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),79903,55480,25701,84188,76678,64731,17295,85853,73283,44147,11638,59306,40522,28092,13427,28001,22871,17132,6357,38449,28470,16992,7506,30554,18038,8999,1937,13979,12038,9029,17126,15002,11232,
营业成本(万元),57586,41797,19018,50837,60346,53259,12355,68287,61407,36727,9400,49292,34207,24203,11703,20948,17647,13834,4687,30859,23848,14164,6339,24909,14340,6703,1401,10034,9115,7234,13563,12689,9555,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),1769,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),184,147,16,318,301,273,160,694,533,206,124,369,241,0,72,443,325,167,108,793,316,228,46,660,268,114,12,167,169,125,69,28,23,
销售费用(万元),5962,2865,786,6655,3383,2226,900,3184,2744,1679,449,2167,1516,907,348,1664,1119,745,318,1652,1295,794,379,1578,1159,662,237,1051,696,470,1003,704,554,
管理费用(万元),8821,7860,4151,15079,10420,6912,3245,8153,5861,3877,1495,3820,2606,1642,704,3086,2207,1389,731,2928,1932,1135,616,2722,1936,1212,508,2256,1789,945,2008,1361,895,
财务费用(万元),5435,2910,1413,4486,1562,1064,262,3591,2023,1226,396,2197,1628,1081,445,2006,1540,964,513,1382,791,383,126,-124,-210,-237,-221,21,48,33,142,34,2,
资产减值损失(万元),146,-98,315,6813,666,996,372,1943,715,433,-227,1461,324,258,155,-146,33,33,--,835,289,289,--,809,544,544,--,450,221,221,342,185,202,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
投资收益(万元),10419,6433,--,9309,150,150,0,897,376,326,244,945,1899,1273,630,2429,1576,1048,411,1552,962,--,--,--,--,0,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,-45,--,150,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
