报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-03-31,2009-12-31,2008-12-31,
营业总收入(万元),172601,75069,302296,206601,132991,60278,255274,184450,118393,58434,238054,167255,103645,46987,226548,173865,117487,52860,245468,174309,109261,46147,210477,162449,108236,51243,195592,147212,102823,58171,145407,21843,63539,48146,
营业收入(万元),172601,75069,302296,206601,132991,60278,255274,184450,118393,58434,238054,167255,103645,46987,226548,173865,117487,52860,245468,174309,109261,46147,210477,162449,108236,51243,195592,147212,102823,58171,145407,21843,63539,48146,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
营业总成本(万元),155186,67699,301328,196801,125083,56396,242893,172404,109918,54359,229785,158275,98269,43339,217453,164382,111546,50133,238292,169081,105962,44830,199035,144515,98572,43380,156103,116105,76997,41746,101962,19085,57079,46284,
营业成本(万元),142510,61978,266012,180062,113544,50057,222735,158233,100782,50117,213609,149407,93091,41737,206127,155301,104350,46557,224127,159280,99890,44830,188469,144515,94460,41610,147577,116105,71951,38803,91956,17071,52317,42374,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
营业税金及附加(万元),494,236,1051,10,2,2,824,50,44,25,11,5,--,--,4,4,--,--,--,--,--,--,68,68,68,--,351,--,262,166,68,11,143,165,
销售费用(万元),4745,1888,9168,6422,4670,2448,6689,5198,3188,1577,4806,3284,2159,673,3575,2585,1724,872,3641,2474,1193,672,2637,1818,945,423,1609,697,509,309,1605,339,1333,1164,
管理费用(万元),8019,4001,13954,10479,6703,3404,11885,8634,5576,2667,11726,7919,4805,2262,9755,7593,5417,2661,10884,7707,5286,2060,8848,6062,3892,1940,8274,5306,3388,1932,6744,1253,2482,1576,
财务费用(万元),-902,-210,2748,-487,-152,485,24,-129,-101,-27,-2725,-2693,-2110,-1032,-2411,-1174,-18,97,-477,-380,-406,-143,-1264,-864,-793,-593,-1616,-301,887,536,1816,411,1145,931,
资产减值损失(万元),321,-194,8395,316,316,--,737,418,429,--,2358,353,324,-300,403,73,73,-53,117,--,--,--,276,--,--,--,-93,--,--,0,-227,0,-340,74,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
投资收益(万元),67,--,3000,619,619,--,81,81,81,--,736,111,111,--,92,92,92,--,92,92,92,92,92,92,92,92,--,--,--,0,30,30,5,0,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
营业利润(万元),17973,7370,4765,12994,10536,3882,12462,12127,8556,4075,9005,9090,5488,3647,9187,9575,6033,2727,7268,5321,3391,1410,11535,10943,9757,7956,39489,31107,25827,16425,43475,2787,6465,1862,
营业外收入(万元),34,78,4840,2012,202,1206,2835,1107,939,346,4623,2766,2339,1,2295,1124,1124,805,2991,1400,1358,815,1944,1495,289,40,9886,5629,3907,1051,847,271,582,282,
营业外支出(万元),29,12,63,11,10,6,29,14,11,10,4,3,--,--,--,--,--,--,15,9,--,--,25,--,--,--,13,9,--,0,25,15,62,44,
非流动资产处置损失(万元),--,--,--,--,--,--,8,3,3,1,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,14,0,0,0,
利润总额(万元),17979,7436,9541,14996,10728,5083,15268,13221,9483,4411,13624,11853,7826,3648,11482,10699,7157,3532,10244,6712,4749,2225,13454,12438,10046,7996,49362,36727,29734,17477,44297,3044,6985,2099,
所得税费用(万元),2356,944,2076,2241,1599,762,1965,1990,1410,662,1573,1834,1157,547,1443,1607,1041,530,1240,1064,770,320,1571,2295,2174,1976,11071,5509,4460,2621,6059,246,51,71,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
净利润(万元),15622,6492,7465,12754,9129,4320,13302,11230,8073,3749,12051,10019,6669,3101,10038,9092,6116,3002,9004,5647,3979,1905,11883,10143,7873,6020,38290,31218,25274,14855,38238,2798,6934,2028,
归属于母公司所有者的净利润(万元),15622,6492,7465,12754,9129,4320,13302,11230,8073,3749,12051,10019,6669,3101,10038,9092,6116,3002,9004,5647,3979,1905,11883,10143,7873,6020,38290,31218,25274,14855,38238,2798,6934,2028,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
基本每股收益,0.14,0.06,0.07,0.12,0.09,0.06,0.19,0.16,0.11,0.05,0.17,0.14,0.09,0.06,0.21,0.2,0.15,0.07,0.22,0.14,0.1,0.05,0.29,0.24,0.19,0.29,2.1,1.8,1.62,0.95,2.5,0.19,0.46,0.23,
稀释每股收益,0.14,0.06,0.07,0.12,0.09,0.06,0.19,0.16,0.11,0.05,0.17,0.14,0.09,0.06,0.21,0.2,0.15,0.07,0.22,0.14,0.1,0.05,0.29,0.24,0.19,0.29,2.1,1.8,1.62,0.95,2.5,0.19,0.46,0.23,
