报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),184249,693894,521462,343277,173634,632163,471559,307080,158728,548618,407585,264436,132095,476421,359715,238008,121396,443704,332373,218166,111749,390515,292274,192771,344796,276472,248588,
营业收入(万元),184249,693894,521462,343277,173634,632163,471559,307080,158728,548618,407585,264436,132095,476421,359715,238008,121396,443704,332373,218166,111749,390515,292274,192771,344796,276472,248588,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),178467,671869,504707,331811,168688,618197,457927,296510,153697,532153,391444,251996,126469,462820,345987,228294,116364,427729,317237,206187,106848,371931,277583,181400,326310,259732,235618,
营业成本(万元),133787,501532,378873,248798,126795,460143,344374,223105,115751,399799,297390,193304,98257,351659,264113,174291,89799,325687,244239,159134,83811,288501,218002,142953,260037,210625,190091,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),751,3914,2707,1957,639,4405,2641,2012,1168,4625,3464,2238,1062,3959,2975,1981,968,3510,2543,1664,781,2964,2193,1396,2461,1831,1759,
销售费用(万元),40898,154271,115049,75601,38489,142414,102263,65561,34574,115949,83433,52214,25361,97975,73404,48573,24181,90676,66458,41782,20693,72013,51954,33285,55837,40654,37908,
管理费用(万元),2524,9791,6867,4646,2292,10633,8226,5603,2053,11427,6874,4431,1789,9089,5408,3405,1405,9869,5324,3629,1556,8140,5224,3616,7699,6513,5994,
财务费用(万元),507,1730,1210,808,472,597,317,125,45,366,282,-192,-0,126,78,36,12,-2007,-1321,-17,7,320,214,153,277,151,131,
资产减值损失(万元),--,631,--,--,--,6,106,106,106,-13,--,1,--,13,10,10,--,-5,-5,-6,--,-6,-3,-3,-0,-44,-266,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),863,-2133,-2001,-769,-281,120,269,151,--,3718,1811,1235,--,5241,2575,2575,--,1056,124,95,--,84,--,--,--,--,16,
对联营企业和合营企业的投资收益(万元),863,-2540,-2076,-803,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
