报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),6178,30365,23852,14674,7313,34334,25017,15642,7658,31658,23645,15068,7123,28527,23098,15770,7835,31879,31084,26013,
营业收入(万元),6178,30365,23852,14674,7313,34334,25017,15642,7658,31658,23645,15068,7123,28527,23098,15770,7835,31879,31084,26013,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),5377,24815,18016,11085,5591,28069,18866,10856,4801,21025,15174,9102,3871,18054,13910,9583,4143,18660,18401,14703,
营业成本(万元),2268,6922,4926,2861,1542,8403,5652,3547,1663,7353,5386,3412,1490,6180,4855,3072,1532,7107,6907,6151,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),56,192,106,72,33,183,66,46,13,66,45,27,12,94,77,66,26,136,131,120,
销售费用(万元),1112,9717,6784,3708,1475,11615,8209,4378,1727,9101,6069,3447,1081,7633,5847,4417,1568,7903,7892,5209,
管理费用(万元),1520,6995,5420,3937,2250,7817,5119,3071,1312,5381,4052,2512,1247,4769,3493,2262,1089,3943,3735,3266,
财务费用(万元),311,920,652,406,175,120,-320,-292,-24,-835,-509,-307,-40,-614,-504,-324,-143,-582,-278,-12,
资产减值损失(万元),110,68,130,100,116,-69,140,107,110,-41,132,11,81,-9,142,91,72,153,14,-32,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),917,2139,1196,577,399,1047,718,434,248,329,--,--,--,--,--,--,--,--,--,363,
对联营企业和合营企业的投资收益(万元),--,344,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),1946,10484,7031,4167,2121,7311,6869,5220,3105,10961,8471,5965,3252,10473,9187,6187,3693,13219,12684,11673,
营业外收入(万元),7,273,1511,942,276,442,184,158,26,145,55,28,0,1209,773,42,0,752,565,967,
营业外支出(万元),0,44,57,4,4,64,15,3,3,272,252,3,3,-19,21,11,--,37,62,11,
非流动资产处置损失(万元),--,--,38,0,--,39,10,0,--,3,2,0,0,4,1,1,--,24,19,--,
利润总额(万元),1953,10712,8485,5104,2393,7689,7038,5374,3128,10834,8274,5990,3249,11701,9939,6217,3693,13934,13186,12629,
所得税费用(万元),201,1183,1082,554,589,685,773,714,504,1701,1186,893,447,1717,1743,978,547,2092,1932,1901,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),1753,9529,7403,4550,1804,7005,6265,4660,2624,9133,7088,5097,2801,9984,8197,5239,3147,11842,11255,10727,
归属于母公司所有者的净利润(万元),2061,11374,8385,5383,2494,8554,7130,5105,2819,9540,7385,5272,2901,10122,8269,5288,3164,11879,11255,10727,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-309,-1845,-982,-833,-689,-1549,-865,-445,-195,-407,-297,-175,-100,-139,-72,-48,-18,-37,--,--,
基本每股收益,0.03,0.18,0.13,0.08,0.04,0.13,0.11,0.15,0.1,0.38,0.31,0.24,0.14,0.48,0.39,0.25,0.15,0.57,0.54,0.51,
稀释每股收益,0.03,0.18,0.13,0.08,0.04,0.13,0.11,0.15,0.1,0.38,0.31,0.24,0.14,0.48,0.39,0.25,0.15,0.57,0.54,0.51,
