报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),10762,6758,2513,17416,10868,6889,3127,13852,9269,6059,3290,23051,17981,10889,4379,26790,20742,14061,6313,25001,17767,11331,4149,26761,19132,12912,4370,24649,17605,12073,20795,17923,17314,
营业收入(万元),10762,6758,2513,17416,10868,6889,3127,13852,9269,6059,3290,23051,17981,10889,4379,26790,20742,14061,6313,25001,17767,11331,4149,26761,19132,12912,4370,24649,17605,12073,20795,17923,17314,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),10921,7074,2858,17085,11026,7168,3230,16519,11201,7286,3793,25060,19433,12497,5017,30833,22135,14848,6727,27459,19308,11929,4724,26130,18212,11977,4133,20677,14576,10112,16818,14286,13598,
营业成本(万元),8055,5018,1902,12821,8051,5049,2282,11055,7225,4703,2599,18729,14526,9156,3568,21569,16217,10836,4930,19790,13706,8750,3344,18737,12834,8676,2834,14751,10445,7199,12279,9820,9627,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
