报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),121313,83379,162337,101932,164521,174010,142987,
营业收入(万元),121313,83379,162337,101932,164521,174010,142987,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),107830,73947,147090,94081,149752,155294,121657,
营业成本(万元),45245,31204,61756,37907,59458,63935,48004,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),1590,1185,1899,963,2139,2244,1870,
销售费用(万元),44418,29998,61997,39799,69643,68074,57331,
管理费用(万元),14470,9972,18003,13225,17147,17928,13392,
财务费用(万元),1410,935,1981,1482,1664,1199,698,
资产减值损失(万元),697,653,1454,704,-299,1914,362,
公允价值变动收益(万元),--,--,--,--,--,--,--,
投资收益(万元),34,34,58,--,39,535,157,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),13873,9466,15306,7851,14808,19251,21486,
营业外收入(万元),1358,1421,2661,1033,2579,579,1440,
营业外支出(万元),85,76,420,361,508,548,868,
非流动资产处置损失(万元),44,43,--,--,17,--,--,
利润总额(万元),15147,10811,17548,8524,16880,19282,22057,
所得税费用(万元),2573,1912,2185,991,2505,3460,4237,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),12574,8899,15362,7533,14375,15822,17820,
归属于母公司所有者的净利润(万元),12574,8899,15362,7533,14375,15822,17820,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,
基本每股收益,0.84,0.59,1.02,0.5,0.96,1.05,1.19,
稀释每股收益,0.84,0.59,1.02,0.5,0.96,1.05,1.19,
