报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),54458,40468,27336,14283,50114,32503,22227,10100,36326,26807,18082,8708,32758,25839,16376,7552,39907,32349,21646,10320,29153,23127,15047,7526,26636,21373,13392,6340,27118,23104,12614,26241,23221,21901,
营业收入(万元),54458,40468,27336,14283,50114,32503,22227,10100,36326,26807,18082,8708,32758,25839,16376,7552,39907,32349,21646,10320,29153,23127,15047,7526,26636,21373,13392,6340,27118,23104,12614,26241,23221,21901,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),48660,34076,22628,11794,42567,26525,18185,8499,29857,21446,14614,7573,28611,22362,14398,6966,37064,29928,20595,10203,26529,20436,13516,6961,23609,19353,12174,5810,23965,20453,11084,23074,20514,19420,
营业成本(万元),36831,27215,18904,9976,35209,23138,15812,7033,25502,18824,12763,6429,24493,19154,12125,5610,31071,25626,17498,8358,18766,14267,9454,5265,17948,14636,9399,4716,17799,14783,8057,16748,14417,13181,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),1952,1372,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),866,539,337,150,555,193,196,58,469,195,142,60,390,303,223,114,365,224,122,51,449,343,220,118,347,294,167,85,233,312,77,316,266,240,
销售费用(万元),6454,4554,2223,1193,4505,2369,1624,888,2947,1802,1221,715,2580,1720,1136,553,3166,2157,1597,892,3583,2792,1880,833,2884,2068,1233,488,3104,2841,1636,3528,3489,3522,
管理费用(万元),3531,2182,2368,1227,4845,3049,1989,976,3995,2700,1711,780,3562,2428,1536,848,3219,2345,1592,777,3125,2649,1722,813,2317,2095,1116,460,2241,2126,1124,1904,1855,1909,
财务费用(万元),-1186,-2036,-1452,-752,-2899,-2356,-1568,-457,-3102,-2258,-1404,-410,-2294,-1401,-783,-159,-660,-261,-50,124,367,177,32,-68,271,157,157,61,461,396,196,361,256,423,
资产减值损失(万元),211,249,249,--,351,132,132,--,46,182,182,--,-119,158,160,--,-98,-164,-164,--,239,208,208,--,108,102,102,--,128,-6,-6,217,231,144,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),1421,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),8772,6713,4980,2626,8522,6145,4118,1601,6468,5362,3468,1136,4147,3477,1978,586,2844,2421,1051,118,2624,2691,1531,564,2760,2020,1217,530,3153,2650,1530,3166,2707,2495,
营业外收入(万元),62,66,34,16,257,43,23,13,705,267,210,17,795,384,237,165,1106,941,902,537,1032,99,45,18,691,320,275,18,488,150,127,2421,1422,166,
营业外支出(万元),28,12,3,0,41,47,47,7,114,97,92,56,34,22,19,3,15,11,5,--,80,--,--,--,0,--,--,0,12,9,9,17,68,40,
非流动资产处置损失(万元),--,--,--,--,--,--,--,--,37,--,--,--,3,--,3,--,4,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,
利润总额(万元),8805,6767,5011,2642,8738,6141,4093,1607,7059,5531,3586,1097,4909,3839,2195,748,3935,3351,1948,654,3576,2790,1576,582,3451,2339,1492,548,3629,2791,1648,5571,4061,2621,
所得税费用(万元),1377,1049,772,420,1328,959,643,252,966,860,554,173,614,539,280,123,469,566,344,114,516,393,203,87,416,315,212,82,423,324,153,447,446,460,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),7428,5719,4239,2222,7409,5182,3451,1355,6093,4671,3033,924,4295,3300,1915,625,3465,2785,1604,540,3060,2397,1373,495,3036,2024,1280,466,3206,2467,1495,5124,3615,2161,
归属于母公司所有者的净利润(万元),7428,5719,4239,2222,7409,5182,3451,1355,6093,4671,3033,924,4295,3300,1915,625,3465,2785,1604,540,3060,2397,1373,495,3036,2024,1280,466,3206,2467,1495,5124,3615,2161,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
