报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),13091,59095,40615,26062,9979,57519,36893,24104,8272,46331,32152,24526,9519,52822,35035,27380,9816,65781,43203,28956,14021,58053,35774,24370,13356,55151,34984,23015,10907,48903,31505,20113,6341,38088,27443,18347,7941,36319,26422,16371,7099,27566,16714,11094,4857,22524,15687,10633,3612,
营业收入(万元),13091,59095,40615,26062,9979,57519,36893,24104,8272,46331,32152,24526,9519,52822,35035,27380,9816,65781,43203,28956,14021,58053,35774,24370,13356,55151,34984,23015,10907,48903,31505,20113,6341,38088,27443,18347,7941,36319,26422,16371,7099,27566,16714,11094,4857,22524,15687,10633,3612,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,--,0,0,--,--,0,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,--,0,0,--,--,0,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,--,0,0,--,--,0,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,
营业总成本(万元),12170,57336,41130,24132,9503,52419,34029,21873,7445,50526,37897,23938,8951,51720,33164,25729,9064,60379,40465,26666,13035,55337,34589,23416,12968,53741,33445,22063,10653,47405,30632,19549,6199,37319,26888,18299,7827,35454,25704,15989,6864,27885,17014,11532,5198,22095,15278,10374,3662,
营业成本(万元),4654,27994,20176,13602,5104,26032,15524,9799,2734,21474,16416,12256,4660,29822,19434,14932,5191,42272,28509,18353,8762,36168,22086,15195,9035,37612,22472,14827,6546,33286,20299,13518,3147,25440,18782,13460,5794,25847,19068,11738,5021,20449,12241,8198,3484,16398,11310,7612,2385,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,--,0,0,--,--,0,--,
