报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31,
营业总收入(万元),45006,181563,127463,78842,38851,158921,111792,68398,29901,93426,64794,39521,17195,75678,55463,36224,16614,68435,50898,33261,15268,66119,49721,31682,14129,65428,48894,31241,11640,47735,34397,22285,8883,31887,22038,12879,23312,18343,20141,13768,
营业收入(万元),45006,181563,127463,78842,38851,158921,111792,68398,29901,93426,64794,39521,17195,75678,55463,36224,16614,68435,50898,33261,15268,66119,49721,31682,14129,65428,48894,31241,11640,47735,34397,22285,8883,31887,22038,12879,23312,18343,20141,13768,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
营业总成本(万元),40972,151802,104446,64658,31214,129938,89645,53816,23587,78790,55659,35082,15867,60592,44328,28565,13074,55127,41737,27681,12501,51242,38924,24944,11203,50988,38369,24328,8839,36887,27275,17474,7568,24851,17005,9977,19774,15226,17252,11583,
营业成本(万元),30456,117082,80601,49532,23789,97467,67868,39180,17652,60309,42946,27008,12246,48413,35136,22646,10553,45399,34390,22896,10567,42736,32273,20381,9122,43092,32660,21019,7927,32545,23388,15145,6162,20688,14229,8311,17362,13756,15398,10161,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
