报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
营业总收入(万元),68451,281293,192872,130652,48352,238150,160403,96526,47755,149475,101420,70171,34534,183481,137207,90099,36492,187330,162232,141503,97706,41219,66199,60929,42985,
营业收入(万元),68451,281293,192872,130652,48352,238150,160403,96526,47755,149475,101420,70171,34534,183481,137207,90099,36492,187330,162232,141503,97706,41219,66199,60929,42985,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),67233,273799,186447,126970,47597,232475,155103,92825,46879,146261,98613,68237,34209,179284,133832,87715,36217,182806,156366,134766,92570,38933,62246,57761,40165,
营业成本(万元),62941,242970,172621,116135,43575,207422,145705,86256,42621,124256,83961,58690,29044,157575,117648,77526,31473,164826,140598,121468,83034,34780,55549,50852,35823,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),25,962,387,339,40,1290,-1970,-2064,501,1897,898,615,324,2303,1803,1141,491,2204,1698,1652,852,350,752,660,401,
销售费用(万元),718,3336,2247,1475,679,3085,1586,1104,565,2383,1560,1027,574,2520,1894,1249,452,2360,1955,1679,1418,658,1046,756,843,
管理费用(万元),3042,10500,7514,4710,2171,8523,5365,3502,1634,6265,4426,2752,1387,6121,4691,3114,1503,5517,5030,4047,3429,1749,2638,1987,1752,
财务费用(万元),1458,11466,4694,4928,2059,6818,3898,3157,1290,8032,6437,4494,2555,9155,6643,4006,2088,6619,6151,5483,3511,1599,2552,2672,1120,
资产减值损失(万元),-951,4565,-1016,-618,-927,5337,519,869,269,3429,1330,658,324,1610,1153,680,209,1280,934,436,326,-203,-290,834,225,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),18,16,-1,-1,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,1,17,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),1216,7937,6456,3706,758,5675,5300,3701,876,3214,2808,1935,324,4197,3374,2384,275,4524,5867,6737,5136,2286,3953,3169,2837,
营业外收入(万元),86,26,256,154,275,342,207,53,24,300,156,56,35,289,119,75,27,193,305,63,43,21,85,113,205,
营业外支出(万元),18,11,58,40,18,254,54,34,11,41,30,9,9,23,16,8,5,22,8,19,12,3,21,32,102,
非流动资产处置损失(万元),--,--,21,21,--,13,--,9,9,10,9,1,--,2,1,--,--,9,3,7,10,0,18,16,77,
利润总额(万元),1284,7952,6655,3820,1015,5763,5454,3720,888,3473,2933,1981,351,4464,3477,2450,297,4694,6164,6781,5167,2304,4017,3250,2939,
所得税费用(万元),230,779,1223,671,277,666,814,591,231,321,489,357,86,483,448,317,52,530,701,916,467,392,696,616,110,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),1055,7173,5432,3149,738,5098,4640,3129,657,3153,2444,1624,265,3980,3030,2133,245,4164,5463,5865,4700,1912,3320,2634,2830,
归属于母公司所有者的净利润(万元),1035,7023,5253,3023,706,5038,4555,3071,642,3082,2400,1596,251,3891,2976,2107,229,4083,5397,5794,4606,1864,3242,2569,2772,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,58,
少数股东损益(万元),19,150,179,126,31,60,85,58,15,70,44,28,13,90,54,26,16,81,66,71,93,48,78,65,57,
基本每股收益,0.03,0.21,0.16,0.09,0.02,0.18,0.18,0.22,0.05,0.27,0.21,0.14,0.02,0.43,0.33,0.23,0.03,0.45,0.59,0.64,0.57,0.23,0.4,0.32,0.39,
稀释每股收益,0.03,0.2,0.16,0.09,0.02,0.18,0.18,0.22,0.05,0.27,0.21,0.14,0.02,0.43,--,0.23,0.03,--,--,--,--,--,--,--,--,
