报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
营业总收入(万元),6320,35064,27395,18545,5094,62681,28117,24957,5617,73233,29176,22990,5406,51186,34637,23038,6240,19480,16325,12506,6046,20313,18230,12932,2857,24456,19983,14177,5503,23826,17415,11013,4402,25118,17883,10071,20165,12315,14646,13124,
营业收入(万元),6320,35064,27395,18545,5094,62681,28117,24957,5617,73233,29176,22990,5406,51186,34637,23038,6240,19480,16325,12506,6046,20313,18230,12932,2857,24456,19983,14177,5503,23826,17415,11013,4402,25118,17883,10071,20165,12315,14646,13124,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,
营业总成本(万元),6196,120703,27186,17611,5126,54429,26121,22472,5934,67958,26008,19654,5232,46780,31186,21197,6058,21189,15969,12167,5669,23052,15846,10569,2858,22113,17142,11881,4739,19685,14253,9037,3703,20511,14366,8173,16647,10523,11987,10771,
营业成本(万元),4585,21618,19158,12292,3784,42536,19247,17256,3807,51821,19460,14963,3213,34371,23650,15764,4067,14531,11855,9113,4351,14917,11180,7858,2019,16152,13457,9442,3805,14863,11451,7142,2844,16151,11149,6285,12878,8158,9109,8623,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,
