报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),274571,174422,89984,336123,239384,152107,55403,321496,231361,350207,371711,356518,339448,
营业收入(万元),274571,174422,89984,336123,239384,152107,55403,321496,231361,350207,371711,356518,339448,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),263058,167898,86937,317659,225030,142782,53198,303187,216459,326901,346218,337863,329259,
营业成本(万元),233416,149029,77236,279896,198151,125278,45945,266659,190246,289247,306768,300389,300342,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),1731,998,458,2681,1258,776,256,1435,1042,2403,2173,1901,1796,
销售费用(万元),11318,6599,3319,14008,9588,6220,2343,12214,8782,12143,11786,9335,8214,
管理费用(万元),16204,10708,5515,18554,13903,9166,4065,17851,12909,17828,18352,16154,13380,
财务费用(万元),160,166,98,2032,2100,1524,1015,4860,3834,4816,7385,10768,4502,
资产减值损失(万元),230,399,311,489,31,-182,-428,168,-354,464,-247,-685,1024,
公允价值变动收益(万元),48,48,45,-48,--,-62,--,--,--,--,241,-241,--,
投资收益(万元),-6,106,114,232,283,275,--,--,--,--,-230,--,-20,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),11555,6678,3206,18648,14637,9538,2206,18309,14903,23306,25505,18414,10169,
营业外收入(万元),1107,881,181,1314,1175,132,122,512,273,503,586,961,201,
营业外支出(万元),186,108,7,238,14,14,14,201,144,225,387,386,330,
非流动资产处置损失(万元),166,88,7,219,--,--,--,3,3,31,13,17,2,
利润总额(万元),12476,7451,3380,19724,15798,9657,2314,18621,15032,23583,25704,18989,10040,
所得税费用(万元),1728,1013,452,2693,2558,1318,326,2623,2283,3319,3672,2405,792,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),10748,6438,2928,17032,13240,8339,1988,15998,12748,20265,22032,16584,9248,
归属于母公司所有者的净利润(万元),10748,6438,2928,17032,13240,8339,1988,15998,12748,20265,22032,16563,9264,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,108,-47,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,20,-16,
基本每股收益,0.15,0.09,0.04,0.29,0.24,0.15,0.04,0.29,0.23,0.37,0.4,0.3,0.17,
稀释每股收益,0.15,0.09,0.04,0.29,0.24,0.15,0.04,0.29,0.23,0.37,0.4,0.3,0.17,
