报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),1451009,1007090,587440,1619243,1020144,633556,319249,1055448,693484,516289,310359,941808,595007,430964,240791,828740,790187,973007,
营业收入(万元),1451009,1007090,587440,1619243,1020144,633556,319249,1055448,693484,516289,310359,941808,595007,430964,230579,828740,790187,973007,
利息收入(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,10212,--,--,--,
营业总成本(万元),1372155,944955,552231,1554023,987551,610889,305245,1022291,684091,499725,298077,908253,579290,416006,229768,787597,753997,903980,
营业成本(万元),1142641,792478,464710,1306080,826980,507076,251410,851593,568732,420341,255822,752339,482056,343132,183639,653810,625845,773190,
利息支出(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,8067,--,--,--,
营业税金及附加(万元),47818,33995,22499,50707,28309,16799,8976,27070,17142,12837,7845,20247,12646,8834,5230,15228,10524,12436,
销售费用(万元),85143,57892,34087,104087,70157,44997,23545,67794,46237,32027,16699,64513,42331,30725,16053,68259,71136,72833,
管理费用(万元),76084,49221,24028,85765,54807,36292,19046,68046,45578,31056,15685,62243,36077,29108,14917,42993,42538,48685,
财务费用(万元),2944,1258,344,3122,4990,3908,1915,6901,5874,3561,1795,7938,5639,3526,1672,7324,3647,-3115,
资产减值损失(万元),17525,10111,6565,4262,2309,1817,353,886,527,-96,232,972,541,682,189,-15,307,-48,
公允价值变动收益(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),1175,1065,169,1709,1399,481,311,2682,790,--,--,1548,580,-170,--,743,2624,22,
对联营企业和合营企业的投资收益(万元),413,303,169,603,--,--,53,-16,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),82459,64207,35378,66929,33992,23147,14316,35839,10183,16564,12282,35103,16297,14788,11024,41886,38814,69049,
营业外收入(万元),4043,2756,1109,12542,6986,4437,3161,10323,3072,2057,748,6842,4288,3657,1218,7033,7936,3676,
营业外支出(万元),542,331,185,1628,749,218,57,601,444,207,75,308,240,128,42,391,1117,907,
非流动资产处置损失(万元),434,325,185,1305,--,0,48,180,--,68,18,133,--,51,--,129,391,542,
利润总额(万元),85959,66633,36302,77843,40229,27366,17420,45562,12812,18414,12955,41637,20345,18317,12199,48528,45633,71818,
所得税费用(万元),17681,13729,7638,14334,8358,5715,3972,6685,4085,4316,3173,7996,5683,4516,2141,9043,8384,13307,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),68278,52903,28664,63510,31871,21652,13448,38877,8727,14098,9782,33641,14662,13801,10058,39485,37249,58511,
归属于母公司所有者的净利润(万元),49030,39044,20169,51352,29053,19560,11807,37237,12175,13480,8735,30047,15173,13543,10058,36572,36468,48419,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),19249,13859,8495,12158,2818,2092,1641,1640,-3448,618,1047,3595,-511,258,--,2913,781,10093,
基本每股收益,0.55,0.44,0.23,0.63,0.36,0.26,0.16,0.5,0.16,--,--,0.4,0.2,0.18,--,0.49,0.49,0.66,
稀释每股收益,--,0.44,--,--,--,0.26,--,0.5,--,--,--,0.4,0.2,0.18,--,0.49,0.49,0.66,
