报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),3110,44006,27251,20879,9003,25251,16416,8706,3962,66740,43131,30722,5917,68732,50617,30978,5491,78911,60896,73780,77215,59382,69407,68380,
营业收入(万元),3110,44006,27251,20879,9003,25251,16416,8706,3962,66740,43131,30722,5917,68732,50617,30978,5491,78911,60896,73780,77215,59382,69407,68380,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),4431,50348,33615,23335,10097,37593,25687,14907,6951,67198,45162,30610,8096,64689,47725,28978,7333,73837,57361,68243,71802,55427,66077,65678,
营业成本(万元),2924,39301,24663,18303,7952,23202,15609,8569,4170,52503,34811,24047,5174,50459,37625,22322,4581,59294,46566,54899,59577,45479,57400,57369,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),130,533,400,259,129,420,47,45,32,561,277,211,13,347,315,191,0,602,474,431,257,198,199,159,
销售费用(万元),382,2390,1788,1215,603,1938,1393,880,422,2519,1844,1376,559,2464,1721,1281,502,2702,2135,2506,2163,2060,1534,2076,
管理费用(万元),1425,6682,4308,2869,1423,8001,6154,3773,1875,8651,6145,4073,2229,8634,6094,3854,1780,8133,5651,7790,7850,6663,5605,5275,
财务费用(万元),447,1396,1068,736,326,1746,1321,859,452,1798,1470,902,391,2276,1774,1171,531,2244,1682,2249,1835,1158,776,217,
资产减值损失(万元),-876,45,1388,-46,-335,2286,1164,783,--,1168,614,1,-270,509,195,159,-61,863,853,368,120,-130,563,581,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),--,--,--,--,--,1435,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),-1312,-1012,-4298,-432,-1094,-10908,-9271,-6201,-2989,-458,-2031,112,-2179,4043,2892,2000,-1842,5074,3535,5537,5413,3955,3330,2702,
营业外收入(万元),145,2062,3665,604,156,711,473,327,151,1094,577,385,253,1305,818,583,138,1587,1398,1847,1144,1008,791,273,
营业外支出(万元),5,10,10,9,2,98,10,10,7,13,3,2,2,35,35,32,5,72,55,1021,20,14,47,104,
非流动资产处置损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-2,--,4,-127,--,--,--,
利润总额(万元),-1172,1040,-643,163,-941,-10295,-8809,-5885,-2846,622,-1456,496,-1929,5314,3676,2551,-1710,6589,4878,6362,6536,4949,4074,2872,
所得税费用(万元),131,-14,-208,7,50,-334,-165,-108,9,205,104,293,40,694,448,383,9,851,710,823,948,766,646,713,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),-1303,1054,-435,156,-991,-9962,-8644,-5777,-2855,417,-1561,203,-1969,4620,3228,2169,-1719,5738,4167,5540,5588,4183,3428,2159,
归属于母公司所有者的净利润(万元),-1303,1054,-435,156,-991,-9962,-8644,-5777,-2855,417,-1561,203,-1969,4620,3228,2169,-1719,5738,4167,5540,5588,4183,3428,2159,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,153,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,-0.06,0.05,-0.02,0.01,-0.05,-0.49,-0.43,-0.29,-0.14,0.02,-0.08,0.01,-0.1,0.28,0.21,0.14,-0.11,0.38,0.28,0.37,0.37,0.28,0.23,0.15,
稀释每股收益,-0.06,0.05,-0.02,0.01,-0.05,-0.49,-0.43,-0.29,-0.14,0.02,-0.08,0.01,-0.1,0.28,0.21,0.14,-0.11,0.38,0.28,0.37,0.37,0.28,0.23,0.15,
